1	Chris Gbandi (D)	Dallas Burn
2	Taylor Twellman (F)	New England Revolution
3	Brad Davis (M)	MetroStars
4	Justin Mapp (M)	D.C. United
5	Kelly Gray (M)	Chicago Fire
6	Luchi Gonzalez (F)	San Jose Earthquakes
7	Mansour Ndiaye (M)	MetroStars
8	Kyle Martino (M)	Columbus Crew
9	Carl Bussey (D)	Dallas Burn
10	Billy Sleeth (D)	Chicago Fire
11	Daouda Kanté (D)	D.C. United
12	Lee Morrison (D)	Dallas Burn
13	Hemir Neibles (M)	Los Angeles Galaxy
14	Shalrie Joseph (M)	New England Revolution
15	Jordan Stone (M)	Dallas Burn
16	Danny Jackson (D)	Colorado Rapids
17	Craig Capano (M)	Chicago Fire
18	Matt Behncke (D)	Dallas Burn
19	Jeff Stewart (D)	Colorado Rapids
20	Jeff Matteo (M)	Columbus Crew
21	Ian Fuller (F)	New England Revolution
22	Bryheem Hancock (GK)	Los Angeles Galaxy
23	Jon Busch (GK)	Columbus Crew
24	Mike McGinty (GK)	D.C. United
25	Gavin Glinton (F)	Los Angeles Galaxy
26	Steve Totten (M)	Chicago Fire
27	Alejandro Moreno (F)	Los Angeles Galaxy
28	Bryn Ritchie (D)	Colorado Rapids
29	Daniel Alvarez (M)	Colorado Rapids
30	Sam Forko (D)	MetroStars
31	Mohammed Fahim (F)	D.C. United
32	O'neil Peart (F)	Kansas City Wizards
33	Chris Roner (M)	San Jose Earthquakes
34	Matt Moses (M)	Colorado Rapids
35	John Barry Nusum (F)	Columbus Crew
36	Dipsy Selolwane (F)	Chicago Fire
37	Chris Brunt (D)	Kansas City Wizards
38	Cory Gibbs (D)	Los Angeles Galaxy
39	Kevin Sakuda (D)	San Jose Earthquakes
40	Dennis Ludwig (F)	D.C. United
41	Derek Potteiger (M)	New England Revolution
42	Bob Brennan (D)	D.C. United
43	Dominic DaPra (F)	Kansas City Wizards
44	Adauto Neto (M)	Dallas Burn
45	Marshall Leonard (D)	New England Revolution
46	Mike Nugent (F)	Chicago Fire
47	Chris Leitch (D)	Columbus Crew
48	Noah Delgado (M)	Los Angeles Galaxy
49	Erik Ozimek (M)	San Jose Earthquakes
50	Davy Arnaud (F)	Kansas City Wizards
51	Christof Lindenmayer (F)	Columbus Crew
52	Pass	New England Revolution
53	Pass	D.C. United
54	Jeremie Piette (M)	Dallas Burn
55	Ricardo Villar (M)	Dallas Burn
56	Mario Gomez (M)	MetroStars
57	Brian Lavin (D)	Kansas City Wizards
58	Pass	New England Revolution
59	Lawrence Smalls (M)	Los Angeles Galaxy
60	Aaron Biddle (D)	San Jose Earthquakes
61	Matt Harrell (F)	Colorado Rapids
62	Pass	New England Revolution
63	Pass	D.C. United
64	Dane Erickson ()	Kansas City Wizards
65	Mark Spears (GK)	Kansas City Wizards
66	Jeff Moore (M)	MetroStars
67	Scott Leber (D)	Columbus Crew
68	Leo Krupnik (D)	MetroStars
69	Ishmael Mintah (M)	Los Angeles Galaxy
70	Lars Lyssand (M)	San Jose Earthquakes
