1	Maurice Edu	Toronto FC
2	Bakary Soumare	Chicago Fire
3	Michael Harrington	Kansas City Wizards
4	Chris Seitz	Real Salt Lake
5	Wells Thompson	New England Revolution[1]
6	Nico Colaluca	Colorado Rapids[2]
7	John Cunliffe	Chivas USA
8	Jerson Monteiro	Chicago Fire
9	Anthony Wallace	FC Dallas
10	Andrew Boyens	Toronto FC[1][3]
11	Bryan Arguez	D.C. United
12	Amaechi Igwe	New England Revolution
13	John Michael Hayden	Houston Dynamo
14	Fuad Ibrahim	FC Dallas[4]
15	Brad Evans	Columbus Crew
16	Robbie Findley	Los Angeles Galaxy[5]
17	Greg Dalby	Colorado Rapids[6]
18	Andrew Daniels	FC Dallas[7]
19	Dane Richards	Red Bull New York
20	Josh Tudela	Los Angeles Galaxy[8]
21	Nate Norman	Chicago Fire
22	Ryan Guy	FC Dallas
23	Ty Harden	Los Angeles Galaxy[9]
24	Brad North	D.C. United
25	Ryan Solle	New England Revolution
26	Corey Ashe	Houston Dynamo
27	Richard Asante	Toronto FC
28	Scott Jones	FC Dallas[10]
29	Edson Elcock	Kansas City Wizards
30	Steven Curfman	Real Salt Lake
31	Omar Cummings	Colorado Rapids[11]
32	Jay Needham	D.C. United[12][13]
33	Sinisa Ubiparipovic	Red Bull New York[14]
34	Mike Banner	Chicago Fire
35	Nick LaBrocca	Colorado Rapids[15]
36	Justin Hughes	Colorado Rapids
37	Ricky Schramm	D.C. United
38	Bryan Byrne	New England Revolution
39	Mike Sambursky	Houston Dynamo
40	Jeffrey Gonsalves	Toronto FC
41	Aaron Chandler	Columbus Crew
42	Kurt Morsink	Kansas City Wizards
43	Tommy Krizanovic	FC Dallas[16]
44	Tally Hall	Los Angeles Galaxy
45	Bobby Burling	Los Angeles Galaxy[17]
46	Cameron Dunn	Chivas USA
47	Simon Omekanda	Chicago Fire
48	Adam Cristman	New England Revolution
49	Ben Hunter	Columbus Crew[18]
50	Luis Robles	D.C. United
51	Kyle Helton	New England Revolution
52	Eric Ebert	Houston Dynamo
