1	Pablo Mastroeni (M)	Colorado Rapids
2	Mamadou Diallo (F)	New England Revolution
3	Nick Rimando (GK)	D.C. United
4	Diego Serna (F)	MetroStars
5	Carlos Llamosa (D)	New England Revolution
6	Steve Ralston (M)	New England Revolution
7	#1 Pick, 2002 MLS Superdraft	Dallas Burn
8	Devin Barclay (F)	San Jose Earthquakes
9	Tyrone Marshall (M)	Los Angeles Galaxy
