        name	team	position	games_played	minutes	goals	assists	shots	fouls_committed	year
Talley, Corey	Lafayette Swamp Cats		8	328	0	0	0	10	2004
Tucker, Ryan	Lafayette Swamp Cats		9	774	0	0	1	10	2004
Viquez-Gonzalez, Kenneth	Lafayette Swamp Cats		1	33	0	0	0	0	2004
Young, Jason	Lafayette Swamp Cats		11	1042	0	0	4	10	2004
Aarcia, Jeff	Laredo Heat	D 	1	13	0	0	0	0	2004
Ashiofu, Anthony	Laredo Heat		5	247	0	0	3	5	2004
Barnes, Kelsie	Laredo Heat	D 	1	77	0	0	3	0	2004
Collazo, Israel	Laredo Heat	D 	2	162	0	0	1	1	2004
Cullaton, Brent	Laredo Heat	D 	2	15	0	0	2	0	2004
Dempsey, Averey	Laredo Heat		2	44	0	0	1	1	2004
Dempsey, Lance	Laredo Heat	M 	1	64	0	0	0	0	2004
Dempsey, Ryan	Laredo Heat		4	266	0	0	1	3	2004
Esquinca, Noe	Laredo Heat		0	0	0	0	0	0	2004
Garcia, Eloy	Laredo Heat		3	54	0	0	0	0	2004
Grove, Tim	Laredo Heat		4	380	0	0	0	6	2004
Guzman, Cesar	Laredo Heat	D 	1	0	0	0	0	0	2004
Hermosillo, Daniel	Laredo Heat		6	256	1	1	7	4	2004
Hernandez, Eduardo (Eddie)	Laredo Heat	F 	2	50	0	0	1	0	2004
Hill, Sammy	Laredo Heat		3	258	1	0	7	3	2004
Idle, Jerrod	Laredo Heat		5	470	1	0	3	5	2004
Infante, Nicho	Laredo Heat	M 	5	416	0	0	13	19	2004
Knight, Thomas	Laredo Heat	F 	1	61	0	0	0	3	2004
Lassiter, Roy	Laredo Heat		1	90	0	0	1	2	2004
Luevano, Robert	Laredo Heat		5	267	0	0	2	11	2004
Macias, Jose	Laredo Heat		8	650	0	1	8	14	2004
Mares, Jaime	Laredo Heat	M 	2	35	0	0	2	0	2004
Martel, Jeremiah	Laredo Heat		2	121	0	0	0	0	2004
Martinez, Chris	Laredo Heat	GK 	0	0	0	0	0	0	2004
Martinez, Santiago	Laredo Heat	F 	1	9	0	0	0	0	2004
Mata-Meza, Nelson (Jair)	Laredo Heat	M 	4	325	5	0	8	7	2004
Moguel, Alejandro	Laredo Heat	D 	2	39	0	0	2	1	2004
Papandrea, Norberto	Laredo Heat		1	36	0	0	0	3	2004
Payne, Clayton	Laredo Heat		5	424	0	0	0	8	2004
Powell, Tyler	Laredo Heat		4	380	0	0	0	4	2004
Ruiz, Jason	Laredo Heat		8	538	2	0	4	6	2004
Sanchez, Jesus	Laredo Heat		8	684	1	3	13	19	2004
Su, Steve	Laredo Heat	M 	5	265	0	3	7	6	2004
Tate, Paul	Laredo Heat		7	614	0	0	0	1	2004
Vega, Mark	Laredo Heat		8	521	1	0	9	9	2004
Vela, Gilberto	Laredo Heat	M 	1	9	0	0	1	0	2004
Villareal, Michael	Laredo Heat	M 	4	173	0	0	1	0	2004
Weeks, Nenweh	Laredo Heat	F 	0	0	0	0	0	0	2004
Baytos, Brian	Memphis Express	GK 	2	135	0	0	0	0	2004
Biggerstaff, Brian	Memphis Express	F 	14	1019	6	2	20	20	2004
Bogan, Matthew	Memphis Express	M 	7	238	0	0	3	2	2004
Burana, Greg	Memphis Express	M 	4	119	0	0	0	1	2004
Carty, Tim	Memphis Express	M 	9	341	0	0	10	2	2004
Charnock, Ashley	Memphis Express	M 	13	1105	2	1	15	22	2004
Dobson, Daniel	Memphis Express	D 	17	1529	5	2	24	47	2004
Drain, Jimmy	Memphis Express	F 	1	16	0	0	0	0	2004
Dyer, Justin	Memphis Express	D 	18	1556	0	2	6	18	2004
Hypolite, Marrin	Memphis Express	GK 	3	290	0	0	0	0	2004
Ilari-Bonfico, Mariano	Memphis Express	F 	13	671	2	1	15	13	2004
Jordan, Richard	Memphis Express	GK 	0	0	0	0	0	0	2004
Keene, Richard	Memphis Express	D 	14	985	0	0	2	10	2004
Kline, Brian	Memphis Express	D/M 	2	71	0	0	0	3	2004
Kraus, Michael	Memphis Express	M/F 	16	1057	5	3	15	12	2004
Kuhn, Anthony (Tony)	Memphis Express	F 	5	421	1	2	7	5	2004
Lewis, Stephen	Memphis Express	D 	15	1378	2	0	7	8	2004
McLynn, Ross	Memphis Express	D 	10	841	0	0	2	18	2004
Medlock, Steven	Memphis Express	M 	15	955	0	3	4	11	2004
Rodriguez, Brett	Memphis Express	D 	14	1262	1	3	7	13	2004
Silvy, Diogo	Memphis Express	M 	17	1149	3	3	17	14	2004
Vecchio-Dezillo, Sebastian	Memphis Express	GK 	14	1223	0	0	0	1	2004
Vogel, Michael	Memphis Express	M 	8	594	2	0	6	7	2004
Whitsitt, Brad	Memphis Express	M 	11	354	2	0	12	2	2004
Whittington, Alan	Memphis Express	M 	11	611	2	1	10	10	2004
Alexander, Robert (Trey)	Nashville Metros	D 	12	747	1	1	12	9	2004
Alexander, Steven (Carey)	Nashville Metros		13	601	0	0	0	4	2004
Askey, Richard	Nashville Metros		14	626	7	0	18	13	2004
Buerger, Ben	Nashville Metros	M 	8	436	0	1	5	7	2004
Burns, Charles	Nashville Metros	GK 	3	18	0	0	0	0	2004
Devall, Danny	Nashville Metros		5	435	0	1	8	7	2004
Dixon, Neal	Nashville Metros		15	1382	3	0	7	15	2004
Glaser, Nick	Nashville Metros		4	175	1	0	4	2	2004
Hopkins, Paul	Nashville Metros	F 	17	1259	5	2	32	10	2004
Kinturi, Pasi	Nashville Metros	M 	9	491	1	2	13	9	2004
Kiser, Harrison	Nashville Metros	M 	3	135	0	0	0	2	2004
Mattison, Landy	Nashville Metros	F 	6	425	0	0	9	9	2004
McCallum, Thomas	Nashville Metros	D 	15	1065	0	0	3	6	2004
Metcalf, Andrew	Nashville Metros	F 	16	1304	3	2	27	5	2004
Montgomery, Adam	Nashville Metros	D 	10	488	1	1	2	4	2004
Murray, Stephen	Nashville Metros	M 	7	480	1	2	10	8	2004
Parks, Michael (Jason)	Nashville Metros	D 	3	119	0	0	0	2	2004
Phetivhok, Mark	Nashville Metros	M 	17	1226	4	2	25	11	2004
Robbins, Bryan	Nashville Metros	D 	8	737	0	0	2	8	2004
Rodrigues, John (J.P.)	Nashville Metros	D 	17	1434	2	1	18	22	2004
Sattler, Daryl	Nashville Metros	GK 	16	1468	0	0	0	1	2004
Seilbea, Fritz	Nashville Metros		14	874	1	6	17	7	2004
Stjepic, Igor	Nashville Metros	M/F 	7	436	1	0	6	13	2004
Suffron, Tyler	Nashville Metros	M 	5	148	0	1	1	5	2004
White, Patrick	Nashville Metros	D 	17	1265	0	0	3	12	2004
Wright, Brandon	Nashville Metros	F 	0	0	0	0	0	0	2004
Aertker, Scott	New Orleans Shell Shockers	M 	8	357	0	0	5	7	2004
Barreto-Ruiz, Mauricio	New Orleans Shell Shockers		1	52	0	0	0	0	2004
Barron, Andrew	New Orleans Shell Shockers	M 	15	1302	3	1	20	5	2004
Benjamin, Glenn	New Orleans Shell Shockers	M 	11	721	1	0	15	6	2004
Benjamin, St. Nicholas	New Orleans Shell Shockers		1	45	0	0	1	0	2004
Benjamin, Tousha	New Orleans Shell Shockers		4	152	0	0	4	4	2004
Bishop, Ian	New Orleans Shell Shockers		15	1252	3	4	14	16	2004
Carney, Scott	New Orleans Shell Shockers		6	574	0	0	0	0	2004
Diaz, Eric	New Orleans Shell Shockers	F 	0	0	0	0	0	0	2004
Ericson-Neilson, William	New Orleans Shell Shockers	D 	2	88	0	0	0	1	2004
Geraci, Dane	New Orleans Shell Shockers		1	90	0	0	0	0	2004
Hiebert, Garrett	New Orleans Shell Shockers	GK 	0	0	0	0	0	0	2004
Jones, Dwayne	New Orleans Shell Shockers		6	364	1	1	8	4	2004
Judice, Frank	New Orleans Shell Shockers		2	180	0	0	1	0	2004
Judice, Jeremy	New Orleans Shell Shockers	F 	14	524	0	1	8	8	2004
Kee, Peter	New Orleans Shell Shockers		17	1470	2	1	20	28	2004
Kelso, Matthew	New Orleans Shell Shockers		2	180	0	0	2	3	2004
Lambert, Nick	New Orleans Shell Shockers	D 	14	1105	2	1	11	37	2004
Linpow, Steve	New Orleans Shell Shockers		12	955	0	1	6	11	2004
Longhurst, Robert	New Orleans Shell Shockers		3	194	0	0	0	2	2004
McAnespie, Stephen	New Orleans Shell Shockers	D 	13	1152	2	1	8	10	2004
Mince, Fred	New Orleans Shell Shockers	GK 	10	929	0	0	0	0	2004
Montero-Chinchilla, Martin	New Orleans Shell Shockers	M 	10	567	0	0	6	14	2004
Montz, Jared	New Orleans Shell Shockers	D 	16	1138	2	0	17	15	2004
Najarro, Roberto	New Orleans Shell Shockers	F 	10	619	3	0	19	6	2004
Pate, Stephen	New Orleans Shell Shockers	M 	12	1036	1	0	20	15	2004
Planells, Jaime	New Orleans Shell Shockers	M 	14	656	0	0	0	2	2004
Reyes, Luis	New Orleans Shell Shockers	M 	0	0	0	0	0	0	2004
Sommers, David	New Orleans Shell Shockers		2	32	0	0	0	2	2004
Tonsha, Benjamin	New Orleans Shell Shockers	F 	0	0	0	0	0	0	2004
Viquez-Gonzalez, Kenneth	New Orleans Shell Shockers		4	195	1	0	4	4	2004
Webb, Gannon	New Orleans Shell Shockers	D 	13	994	1	0	5	14	2004
Almquist, Andrew	Ajax Orlando Prospects	 	12	1039	0	5	2	12	2004
Ambrosio, Frank	Ajax Orlando Prospects		5	249	2	0	3	3	2004
Carpintero, Seth	Ajax Orlando Prospects	M 	1	18	0	0	0	0	2004
Claessens, Joris	Ajax Orlando Prospects		2	135	0	0	0	1	2004
Conigliaro, Salvatore	Ajax Orlando Prospects		8	584	0	0	4	10	2004
Corrado, Justin	Ajax Orlando Prospects		4	360	0	0	0	0	2004
Cuevas-Carrasco, Cristian	Ajax Orlando Prospects		16	1314	4	6	22	13	2004
Dillon, Liam	Ajax Orlando Prospects		2	56	0	0	0	3	2004
Gorrick, Devala	Ajax Orlando Prospects		0	0	0	0	0	0	2004
Griffith, L Brooks	Ajax Orlando Prospects		6	375	0	0	3	3	2004
Herbert, Noah	Ajax Orlando Prospects		14	1020	0	0	2	5	2004
Hernandez, Judah	Ajax Orlando Prospects		15	842	1	1	3	8	2004
Jaramillo, Andres	Ajax Orlando Prospects	M 	3	143	1	1	1	0	2004
Kincaid, Sefton	Ajax Orlando Prospects		8	540	5	3	13	6	2004
Koyagialo, Freddy	Ajax Orlando Prospects		8	700	2	0	2	14	2004
Lewis, Cameron	Ajax Orlando Prospects		6	430	0	0	1	2	2004
Lowry, Peter	Ajax Orlando Prospects		2	0	0	0	0	0	2004
Loyd, Eric	Ajax Orlando Prospects		1	0	0	0	0	0	2004
Mackey, David	Ajax Orlando Prospects		14	1079	2	0	5	10	2004
Martins-DeSousa, Hugo	Ajax Orlando Prospects		9	528	2	2	11	8	2004
McCarty, Michael (Dax)	Ajax Orlando Prospects		11	913	2	7	8	8	2004
Mejia, Mauricio	Ajax Orlando Prospects		3	178	0	0	1	1	2004
Moniedafe, Efe	Ajax Orlando Prospects	F 	6	354	0	0	0	2	2004
Mroczkowski, Nicholas	Ajax Orlando Prospects		2	120	0	0	0	1	2004
Mumbi, Sipho	Ajax Orlando Prospects	F 	5	328	2	0	4	2	2004
Mupier, Mira	Ajax Orlando Prospects		12	891	15	0	28	5	2004
Osborne, Jason	Ajax Orlando Prospects		9	744	0	2	8	13	2004
Perry, Noel	Ajax Orlando Prospects	F 	1	45	0	0	0	2	2004
Rhea, Andrew	Ajax Orlando Prospects		11	865	2	2	12	3	2004
Romero, Carlos	Ajax Orlando Prospects		14	781	1	0	7	19	2004
Rosso, Michael	Ajax Orlando Prospects		2	0	0	0	0	0	2004
Shoucair, Omar	Ajax Orlando Prospects		2	0	0	0	0	0	2004
St. Cyr, James	Ajax Orlando Prospects		6	304	0	0	1	9	2004
Sturgis, Nathan	Ajax Orlando Prospects		1	90	0	0	1	0	2004
Uhl, Geremy	Ajax Orlando Prospects		3	270	0	0	0	0	2004
Utley, Jason	Ajax Orlando Prospects		0	0	0	0	0	0	2004
Williams, Crawford (Ford)	Ajax Orlando Prospects		10	880	0	0	0	0	2004
Alden-Dunn, Miles	Bradenton Academics	M 	16	1414	3	0	5	18	2004
Alexander, Michael	Bradenton Academics	D 	4	255	0	0	5	5	2004
Anderson, Theodore	Bradenton Academics	F 	4	313	1	0	1	2	2004
Bell, Brian	Bradenton Academics	F 	4	324	1	1	7	5	2004
Bello, John	Bradenton Academics	F 	9	657	4	2	10	9	2004
Boggs, Zak	Bradenton Academics		8	517	1	0	7	3	2004
Britton, Jonathan	Bradenton Academics		3	83	0	1	2	1	2004
Brown, Joey	Bradenton Academics	D 	2	105	0	0	1	0	2004
Burns, Kevin	Bradenton Academics	M 	3	209	0	0	2	0	2004
Chavez, Juan (Junior)	Bradenton Academics	M 	2	125	0	0	1	0	2004
Cowherd, Benjamin	Bradenton Academics		6	369	1	1	8	10	2004
Dessim, Paul	Bradenton Academics	D 	1	24	0	0	0	0	2004
Elder, Corwin	Bradenton Academics	D 	1	59	0	0	0	0	2004
Galik, Jan	Bradenton Academics		17	1351	1	0	7	19	2004
Gold, Casey	Bradenton Academics	M 	8	377	0	1	10	5	2004
Gold, Jeremy	Bradenton Academics	F 	18	1053	5	4	32	18	2004
Harris, Consthandivine (CD)	Bradenton Academics		9	744	7	3	21	6	2004
Hoak, Robby	Bradenton Academics	D 	2	49	0	0	0	0	2004
Johnson, William	Bradenton Academics	GK 	13	1124	0	0	0	0	2004
Keohane, Michael	Bradenton Academics	GK 	0	0	0	0	0	0	2004
Krysiak, Andrew	Bradenton Academics	F 	5	180	0	1	1	1	2004
Manders, Taurean	Bradenton Academics	D 	4	286	0	0	3	1	2004
Massey, Mickey	Bradenton Academics	D 	7	592	0	0	1	2	2004
Merchant, Joshua	Bradenton Academics	D 	13	701	0	0	3	8	2004
Niemann, Justin	Bradenton Academics	F 	12	797	1	0	11	19	2004
Ogunsola, Olatomiwa	Bradenton Academics	D 	1	38	0	0	1	0	2004
Pessina, Pau	Bradenton Academics	D 	3	81	0	0	1	0	2004
Prescott, Arthur	Bradenton Academics	M 	3	170	0	0	0	0	2004
Ramos, Jose Roberto	Bradenton Academics	F 	0	0	0	0	0	0	2004
Rosinsky, Robert	Bradenton Academics	F 	7	504	5	0	9	8	2004
Seung, Tak Nam	Bradenton Academics	M 	8	502	0	0	1	8	2004
Sheldon, Nolan	Bradenton Academics		9	449	0	0	0	4	2004
Somma, David	Bradenton Academics	D 	0	0	0	0	0	0	2004
Tenn-McClellan, Asher	Bradenton Academics	D 	11	288	0	1	0	3	2004
Thompson, Matthew	Bradenton Academics	D 	12	1098	0	1	1	14	2004
Trowbridge, Justin	Bradenton Academics		7	648	0	0	0	0	2004
Vock, Jared	Bradenton Academics		11	963	1	0	3	9	2004
Voutier, Gerard	Bradenton Academics	M 	15	1170	1	3	20	19	2004
Wagner, Brett	Bradenton Academics	M 	2	180	0	0	0	1	2004
Yasin, Sami	Bradenton Academics	D 	4	164	0	0	3	3	2004
Zoellner, Michael	Bradenton Academics	D 	3	96	1	0	0	3	2004
Adams, Christoper	Central Florida Kraze	 	2	128	1	0	5	3	2004
Barber, Sasha	Central Florida Kraze		17	1395	3	4	24	17	2004
Brandt, Justin	Central Florida Kraze		13	1021	0	1	13	12	2004
Cianciarulo, Dominic	Central Florida Kraze		1	33	0	0	0	0	2004
Cook, Justin	Central Florida Kraze		9	671	3	4	24	6	2004
Cooper, Caleb	Central Florida Kraze		6	176	0	1	0	2	2004
Delgado, Xavier Andres	Central Florida Kraze		13	322	1	0	8	6	2004
Dodds, Ryan	Central Florida Kraze	F 	5	60	0	0	5	2	2004
Dwyer, David	Central Florida Kraze		1	25	0	0	0	0	2004
Gay, James	Central Florida Kraze		7	98	1	0	5	4	2004
Gibbon, Robert	Central Florida Kraze		17	1505	0	0	5	16	2004
Guerdat, Michael	Central Florida Kraze		0	0	0	0	0	0	2004
Hargis, Jonathon	Central Florida Kraze		17	1395	0	1	9	17	2004
Hurtado, Giavanny	Central Florida Kraze		0	0	0	0	0	0	2004
Judino, William	Central Florida Kraze	F 	14	933	1	3	7	11	2004
Lawlor, Matthew	Central Florida Kraze		0	0	0	0	0	0	2004
Litchford, Chris	Central Florida Kraze		2	63	0	1	0	0	2004
Loch, Emil	Central Florida Kraze		13	485	0	0	1	0	2004
Malec, Brian	Central Florida Kraze		10	654	0	0	2	7	2004
McIntosh, Ryan	Central Florida Kraze	GK 	12	1037	0	0	0	0	2004
Meert, Christopher (CJ)	Central Florida Kraze		6	540	0	0	0	0	2004
Menard, Francois (Didier)	Central Florida Kraze		0	0	0	0	0	0	2004
Mullings, Orville	Central Florida Kraze	F 	12	879	18	2	46	13	2004
Philip-Wales, Clifton	Central Florida Kraze	F 	18	1187	6	2	34	31	2004
Poston, Thomas	Central Florida Kraze		5	223	0	0	1	0	2004
Raad, Kristopher	Central Florida Kraze		0	0	0	0	0	0	2004
Robertson, Daniell	Central Florida Kraze		11	813	0	0	2	3	2004
Santiago, Anthony	Central Florida Kraze		6	130	0	0	1	0	2004
Sargeant, Sherwin	Central Florida Kraze		15	1187	1	0	1	17	2004
Stansberry, James	Central Florida Kraze		14	704	2	2	9	3	2004
Steed, Sean	Central Florida Kraze		14	1096	3	2	7	9	2004
Vasquez, Eric	Central Florida Kraze	M 	15	1235	3	6	19	15	2004
Alidore, Janac	Cocoa Expos	 	4	228	0	0	0	4	2004
Amato, Anthony	Cocoa Expos		6	490	6	1	11	1	2004
Amorim, Marcus	Cocoa Expos		4	92	0	0	3	1	2004
Atkinson, David	Cocoa Expos	M 	11	847	1	3	16	10	2004
Balkanloo, Kevin	Cocoa Expos		0	0	0	0	0	0	2004
Balkanloo, Matthew	Cocoa Expos		17	1469	0	0	0	0	2004
Bezer, Nicholas	Cocoa Expos		7	169	0	0	2	4	2004
Blythe, Michael	Cocoa Expos		1	35	0	0	1	0	2004
Carrigan, Micheal	Cocoa Expos		1	90	0	0	0	0	2004
Chan, Robin	Cocoa Expos	M 	15	1304	3	1	6	4	2004
Christie, Gavin	Cocoa Expos	D 	5	432	0	0	1	1	2004
DeVito, Greg	Cocoa Expos		18	1405	0	3	9	10	2004
Earl, Austin	Cocoa Expos		6	229	0	2	0	4	2004
Fechner, Kenneth	Cocoa Expos		6	472	1	0	2	3	2004
Gay, Walter	Cocoa Expos		1	45	0	0	0	0	2004
Glasser, Kris	Cocoa Expos		15	1073	8	2	21	7	2004
Gowan, Matthew	Cocoa Expos		3	161	0	0	1	1	2004
Hoard, Kyle	Cocoa Expos	GK 	4	186	0	0	0	0	2004
Holstein, Robert	Cocoa Expos		14	663	1	2	4	3	2004
Hughes, Jordan	Cocoa Expos	F 	13	755	2	1	18	5	2004
Hupp, Charles (Mason)	Cocoa Expos	F 	4	175	1	0	7	2	2004
Lamar, Rashawn	Cocoa Expos		8	375	1	0	3	5	2004
Lewis, Dylan	Cocoa Expos		4	314	0	0	0	2	2004
McGrory, Declain	Cocoa Expos		13	695	0	0	3	2	2004
Moojen, Frederico	Cocoa Expos		15	1096	10	3	27	19	2004
Myers, Matthew	Cocoa Expos		5	360	0	0	1	7	2004
Phillips, James	Cocoa Expos		3	259	1	2	3	2	2004
Pondwa, Itayi	Cocoa Expos		13	1106	0	0	3	10	2004
Rubi, Claudio	Cocoa Expos	M 	1	43	0	0	0	1	2004
Shumard, Loren	Cocoa Expos	GK 	0	0	0	0	0	0	2004
Slater, Frankie	Cocoa Expos	D 	2	33	0	0	0	0	2004
Smith, Derek	Cocoa Expos		10	908	0	0	7	14	2004
Sypura, Andrew	Cocoa Expos		16	1438	0	0	0	16	2004
Wegerle, Bryce	Cocoa Expos		6	501	4	2	12	2	2004
Zabikow, Jon	Cocoa Expos		2	103	0	0	0	0	2004
Zarac, Ian	Cocoa Expos	F 	5	216	0	0	3	3	2004
Allison, Cory	Palm Beach Pumas	 	2	135	1	0	2	2	2004
Autrey, Mike	Palm Beach Pumas		9	700	0	0	2	2	2004
Balkanloo, Kevin	Palm Beach Pumas		15	1238	1	0	2	21	2004
D'Agostino, Derek	Palm Beach Pumas		16	1067	1	0	6	4	2004
Ducker, Andrew	Palm Beach Pumas		9	566	1	0	2	4	2004
Dupere, Adam	Palm Beach Pumas		16	1164	2	0	3	11	2004
Garrambone, Derek	Palm Beach Pumas	D 	8	660	1	0	5	5	2004
Garrambone, Scot	Palm Beach Pumas	F 	11	710	1	0	4	1	2004
Guerruo, Giorgio	Palm Beach Pumas		2	174	0	0	6	4	2004
Handy, Anthony	Palm Beach Pumas		8	416	0	0	1	3	2004
Kolba, JR., Thoms	Palm Beach Pumas		0	0	0	0	0	0	2004
Lemon, Miguel	Palm Beach Pumas		2	174	0	0	7	1	2004
Lockett, Ryan	Palm Beach Pumas		2	180	0	0	1	1	2004
Mankowski, Jesse	Palm Beach Pumas		17	1452	3	4	13	11	2004
Marvin, Kyle	Palm Beach Pumas		12	799	0	0	2	4	2004
Massey, Dan	Palm Beach Pumas	D 	12	1030	0	0	0	11	2004
Massey, Patrick	Palm Beach Pumas		2	190	0	0	0	0	2004
Morreli, Rosario	Palm Beach Pumas	GK 	10	900	0	0	0	0	2004
Paradise, Anthony	Palm Beach Pumas		2	69	0	0	2	0	2004
Parker, Adam	Palm Beach Pumas		17	1525	1	0	7	10	2004
Pobrzanki, Eric	Palm Beach Pumas		3	37	0	0	1	0	2004
Strunk, Jeffrey	Palm Beach Pumas	D 	10	699	2	0	2	1	2004
Tolar, Matt	Palm Beach Pumas		9	637	0	0	1	3	2004
Ward, Ben	Palm Beach Pumas		17	1390	2	2	7	6	2004
Whitmore, Christopher	Palm Beach Pumas		9	760	0	0	0	4	2004
Yasor, Dor	Palm Beach Pumas		1	8	0	0	0	0	2004
Aziz, Mohammad	Abbotsford Rangers	 	5	190	2	0	6	2	2004
Ballard, Paul	Abbotsford Rangers	D 	12	1084	0	0	3	16	2004
Cecil, Chris	Abbotsford Rangers	GK 	16	1432	0	0	0	0	2004
Crocker, Sean	Abbotsford Rangers	M/F 	14	1223	3	2	23	21	2004
Crocker, Simon	Abbotsford Rangers	D 	15	1060	0	0	2	7	2004
Duben, Josef	Abbotsford Rangers	F 	3	234	3	1	12	5	2004
Flint, Jason	Abbotsford Rangers	F 	15	1023	3	2	20	17	2004
Garcia, Estevan	Abbotsford Rangers	GK 	1	45	0	0	0	0	2004
Giebelhaus, James	Abbotsford Rangers	D 	13	936	1	1	5	16	2004
Grant, Lee	Abbotsford Rangers		0	0	0	0	0	0	2004
Hernandez, Hector	Abbotsford Rangers	M/F 	10	583	1	0	6	5	2004
Jorgenson, Jason	Abbotsford Rangers	F 	10	777	1	0	8	19	2004
McCulloch, Andrew	Abbotsford Rangers	D 	11	881	0	1	1	17	2004
McEachern, Scott	Abbotsford Rangers	D 	10	883	0	0	4	5	2004
Miller, Colin	Abbotsford Rangers	M 	5	271	0	1	0	5	2004
Peetoom, Brad	Abbotsford Rangers	D 	14	1297	1	0	9	20	2004
Powell, Christopher	Abbotsford Rangers	M/F 	7	242	0	0	4	5	2004
Riehl, James	Abbotsford Rangers	M/F 	15	1351	2	0	22	37	2004
Riehl, Mike	Abbotsford Rangers	M/F 	14	1246	3	2	20	28	2004
Schmidt, Spencer	Abbotsford Rangers	F 	12	817	2	2	28	18	2004
Werstuik, Jeff	Abbotsford Rangers	D 	7	491	0	0	0	0	2004
Ames, John	Cascade Surge	M 	8	320	0	0	0	1	2004
Balc, Adrian	Cascade Surge	F 	13	951	5	5	13	16	2004
Blair, Jason	Cascade Surge	M 	6	360	0	0	1	4	2004
Branch, Eric	Cascade Surge	M 	0	0	0	0	0	0	2004
Budnyy, Andriy	Cascade Surge	F 	9	733	7	2	26	8	2004
Calderson, Carlos	Cascade Surge	M 	16	1311	0	3	24	17	2004
Chavez, Mauricio	Cascade Surge	M 	11	509	3	2	19	4	2004
Donaldson, Nick	Cascade Surge	M 	13	907	1	1	3	9	2004
Duerr, Glen	Cascade Surge	F 	14	626	9	0	21	6	2004
Eernisse, Caleb	Cascade Surge	D 	1	3	0	0	0	0	2004
Fauske, Elliott	Cascade Surge	M 	15	1251	3	4	16	15	2004
Figueiredo-De Sousa, Pedro	Cascade Surge	F 	8	460	3	1	9	3	2004
Irby, Nathan	Cascade Surge	M 	0	0	0	0	0	0	2004
Kellar, Skelly	Cascade Surge	D 	13	1067	2	1	11	6	2004
Landry, Timothy	Cascade Surge	GK 	1	90	0	0	0	0	2004
Leibbrandt, Ian	Cascade Surge	F 	8	524	4	2	20	14	2004
Manson, Kent	Cascade Surge	M 	5	182	0	0	3	4	2004
Mathie, Graeme	Cascade Surge		3	194	0	0	0	4	2004
McGregor, Dana	Cascade Surge	M 	16	1323	1	6	20	7	2004
Miller, Joshon	Cascade Surge	GK 	5	450	0	0	0	0	2004
Norton, Brett	Cascade Surge	D 	12	805	0	0	3	14	2004
O'Leary, Bradley	Cascade Surge		1	17	0	0	0	0	2004
Rotunno, Anthony	Cascade Surge	D 	15	1357	0	1	2	5	2004
Ryan, Thomas	Cascade Surge	D 	0	0	0	0	0	0	2004
Tolleson, Jeremy	Cascade Surge	D 	15	1340	0	0	4	17	2004
Tredway, Aaron	Cascade Surge	GK 	10	907	0	0	0	0	2004
Wheelhouse, Michael	Cascade Surge	D 	6	203	0	0	0	2	2004
Allberry, Dustin	Spokane Shadow	M 	16	962	5	1	23	10	2004
Anderson, Robert	Spokane Shadow	M 	10	920	2	1	6	12	2004
Barton, Kieran	Spokane Shadow	M 	14	1197	1	2	3	17	2004
Cummings, Evan	Spokane Shadow	M 	10	892	1	1	4	7	2004
Cummings, Garth	Spokane Shadow		6	512	3	1	13	14	2004
Flanagan, William	Spokane Shadow	D 	4	377	0	1	0	3	2004
Henderson, Skye	Spokane Shadow	M 	8	619	2	0	11	4	2004
Herzog, Michael	Spokane Shadow		5	401	0	2	1	3	2004
Hite, Brett	Spokane Shadow		15	1244	14	6	43	18	2004
Johnson, Paul	Spokane Shadow	M 	5	335	3	0	8	5	2004
Kalnasy, Shaun	Spokane Shadow		7	562	0	0	0	1	2004
Moug, Jake	Spokane Shadow	F 	12	739	0	1	10	5	2004
Palladino, John	Spokane Shadow	D 	11	828	1	1	14	19	2004
Ready, Troy	Spokane Shadow	M 	6	458	0	3	3	1	2004
Sawyer, Ben	Spokane Shadow	D 	14	1297	0	1	4	5	2004
Stueckle, Matt	Spokane Shadow	D 	16	1477	0	0	7	2	2004
Washington, Austin	Spokane Shadow	D 	10	741	0	0	2	3	2004
Washington, Avery	Spokane Shadow	M 	8	414	0	0	0	6	2004
Wirtz, Kyle	Spokane Shadow	D 	11	812	0	0	0	1	2004
Wright, Kristofer	Spokane Shadow		11	922	0	0	0	0	2004
Abunbiz, Acension	Yakima Reds	 	0	0	0	0	0	0	2004
Atencio, Christian	Yakima Reds		5	353	0	0	5	4	2004
Auckland, Jared	Yakima Reds	F 	15	1249	1	3	25	16	2004
Babenko, Michael	Yakima Reds	D 	12	975	0	0	0	6	2004
Barajas-Partida, Eder	Yakima Reds	M 	6	516	0	1	4	4	2004
Breakey, Kyle	Yakima Reds		0	0	0	0	0	0	2004
Calderon-Castro, Victor	Yakima Reds	D 	7	443	1	0	4	10	2004
Chabala, Michael	Yakima Reds	M 	5	459	2	1	3	10	2004
Cox, Mark	Yakima Reds	D 	1	90	0	0	0	0	2004
Crismier, Derek	Yakima Reds		8	633	0	0	1	11	2004
Delo, Ryan	Yakima Reds		7	616	0	4	9	18	2004
Esterhuizen, Hans	Yakima Reds	D 	4	234	0	0	0	4	2004
Eylander, Christopher (Chris)	Yakima Reds		10	920	0	0	0	0	2004
Farias, Guadalupe	Yakima Reds		5	190	1	0	1	2	2004
Fischer, Matt	Yakima Reds	D 	2	183	0	0	1	1	2004
