NPSL	1967	Los Angeles		19	Pittsburgh	h	2,2			1610
NPSL	1967	Los Angeles		22	Atlanta	a	1,1			11293
NPSL	1967	Los Angeles		26	St. Louis	a	1,1			3007
NPSL	1967	Los Angeles		30	Atlanta	h	0,3			5094
NPSL	1967	Los Angeles		3	Toronto	h	1,3			2570
NPSL	1967	Los Angeles		10	New York	a	2,0			4830
NPSL	1967	Los Angeles		13	Oakland	a	0,4			5511
NPSL	1967	Los Angeles		16	Chicago	a	1,1			2267
NPSL	1967	Los Angeles		21	Oakland	h	2,0			3555
NPSL	1967	Los Angeles		24	Philadelphia	a	0,1			4020
NPSL	1967	Los Angeles		28	Chicago	h	1,1			2577
NPSL	1967	Los Angeles		31	St. Louis	h	1,1			1883
NPSL	1967	Los Angeles		3	Pittsburgh	a	0,0			4115
NPSL	1967	Los Angeles		11	Pittsburgh	h	3,0			2719
NPSL	1967	Los Angeles		13	Chicago	a	3,0			870
NPSL	1967	Los Angeles		18	St. Louis	a	1,0			5604
NPSL	1967	Los Angeles		21	Baltimore	h	0,1			3463
NPSL	1967	Los Angeles		28	Atlanta	h	2,1			2131
NPSL	1967	Los Angeles		2	Atlanta	a	1,1			5642
NPSL	1967	Los Angeles		4	New York	a	1,2			3492
NPSL	1967	Los Angeles		9	Oakland	a	0,2			5108
NPSL	1967	Los Angeles		15	Oakland	h	0,0			11158
NPSL	1967	Los Angeles		22	St. Louis	h	3,4			2652
NPSL	1967	Los Angeles		26	Baltimore	a	2,3			6422
NPSL	1967	Los Angeles		28	Toronto	a	1,6			4271
NPSL	1967	Los Angeles		2	Pittsburgh	a	1,4			1610
NPSL	1967	Los Angeles		4	Philadelphia	h	1,3			2197
NPSL	1967	Los Angeles		9	Toronto	h	1,1			2700
NPSL	1967	Los Angeles		11	Chicago	h	1,2			1817
NPSL	1967	Los Angeles		16	New York	h	4,6			2339
NPSL	1967	Los Angeles		15	Toronto	a	2,5		wrong	3426
NPSL	1967	New York	4	16	Los Angeles	a	2,3			9048
NPSL	1967	New York		18	Oakland	a	0,1			2552
NPSL	1967	New York		22	Chicago	h	2,1			7766
NPSL	1967	New York		30	Philadelphia	a	0,2			5105
NPSL	1967	New York		10	Los Angeles	h	0,2			4830
NPSL	1967	New York		10	Atlanta	a	0,2		wrong	5704
NPSL	1967	New York		18	Pittsburgh	a	3,5			1162
NPSL	1967	New York		21	Atlanta	h	2,2			3938
NPSL	1967	New York		24	Baltimore	h	0,0			2351
NPSL	1967	New York		27	Oakland	h	3,0			3027
NPSL	1967	New York		30	Chicago	a	0,0			3741
NPSL	1967	New York		2	Toronto	a	1,2			1861
NPSL	1967	New York		14	St. Louis	h	1,2			3809
NPSL	1967	New York		17	Toronto	h	5,3			2047
NPSL	1967	New York		28	Philadelphia	a	4,1			3456
NPSL	1967	New York		1	Philadelphia	h	1,1			4324
NPSL	1967	New York		4	Los Angeles	h	2,1			3492
NPSL	1967	New York		9	Chicago	h	2,3			2932
NPSL	1967	New York		12	Pittsburgh	a	4,1			3191
NPSL	1967	New York		16	Baltimore	a	2,1			6422
NPSL	1967	New York		19	Pittsburgh	h	2,1			5611
NPSL	1967	New York		22	Atlanta	h	2,2			3334
NPSL	1967	New York		28	St. Louis	a	2,3			4521
NPSL	1967	New York		30	Baltimore	a	3,3			5925
NPSL	1967	New York		2	Atlanta	a	1,1			5942
NPSL	1967	New York		6	Pittsburgh	h	3,1			5008
NPSL	1967	New York		9	Baltimore	h	0,1			5807
NPSL	1967	New York		12	Oakland	h	1,0			6652
NPSL	1967	New York		16	Los Angeles	a	6,4			2339
NPSL	1967	New York		20	Oakland	a	2,4			5090
NPSL	1967	New York		22	Chicago	a	3,3			2754
NPSL	1967	New York		26	Philadelphia	h	1,2			2821
NPSL	1967	Oakland	4	16	Pittsburgh	h	3,3			9771
NPSL	1967	Oakland		18	New York	h	1,0			2552
NPSL	1967	Oakland		23	St. Louis	a	1,2			20985
NPSL	1967	Oakland		30	Toronto	h	2,1			7727
NPSL	1967	Oakland		3	Atlanta	h	2,1			2503
NPSL	1967	Oakland		13	Los Angeles	h	4,0			5511
NPSL	1967	Oakland		21	Los Angeles	a	0,2			3555
NPSL	1967	Oakland		24	Chicago	h	1,1			2538
NPSL	1967	Oakland		27	New York	a	0,3			3027
NPSL	1967	Oakland		31	Pittsburgh	a	3,2			1629
NPSL	1967	Oakland		4	St. Louis	h	2,1			3753
NPSL	1967	Oakland		7	Pittsburgh	h	3,1			2526
NPSL	1967	Oakland		9	Chicago	a	2,1			1355
NPSL	1967	Oakland		13	Toronto	a	3,0			4116
NPSL	1967	Oakland		18	Baltimore	h	3,1			4480
NPSL	1967	Oakland		25	Atlanta	h	2,0			3818
NPSL	1967	Oakland		30	Chicago	a	1,1			1349
NPSL	1967	Oakland		3	Baltimore	a	0,1			8792
NPSL	1967	Oakland		6	Atlanta	a	3,0			5120
NPSL	1967	Oakland		9	Los Angeles	h	2,0			5108
NPSL	1967	Oakland		15	Los Angeles	a	0,0			11158
NPSL	1967	Oakland		18	St. Louis	a	1,3			6107
NPSL	1967	Oakland		21	Toronto	a	2,1			4982
NPSL	1967	Oakland		26	St. Louis	h	9,0			4965
NPSL	1967	Oakland		2	Philadelphia	h	2,2			3707
NPSL	1967	Oakland		6	Toronto	h	2,0			9516
NPSL	1967	Oakland		8	Pittsburgh	a	2,0			6273
NPSL	1967	Oakland		12	New York	a	0,1			6652
NPSL	1967	Oakland		16	Chicago	h	3,1			5715
NPSL	1967	Oakland		20	New York	h	4,2			5090
NPSL	1967	Oakland		23	Philadelphia	a	1,2			8009
NPSL	1967	Oakland		26	Atlanta	a	0,1			5919
NPSL Playoffs	1967	Oakland		3	Baltimore	a	0,1			16329
NPSL Playoffs	1967	Oakland		9	Baltimore	h	4,1			9037
NPSL	1967	Philadelphia	4	16	Toronto	h	2,0			14163
NPSL	1967	Philadelphia		23	Baltimore	h	0,0			4815
NPSL	1967	Philadelphia		30	New York	h	2,0			5105
NPSL	1967	Philadelphia		2	Chicago	a	0,0			897
NPSL	1967	Philadelphia		9	St. Louis	a	1,2			6491
NPSL	1967	Philadelphia		19	Baltimore	a	2,3			3740
NPSL	1967	Philadelphia		24	Los Angeles	h	1,0			4020
NPSL	1967	Philadelphia		28	Toronto	a	7,2			2664
NPSL	1967	Philadelphia		31	Atlanta	h	3,2			4414
NPSL	1967	Philadelphia		4	Baltimore	h	0,0			5127
NPSL	1967	Philadelphia		11	St. Louis	h	0,0			4837
NPSL	1967	Philadelphia		14	Atlanta	a	0,3			11375
NPSL	1967	Philadelphia		18	Chicago	a	1,3			2125
NPSL	1967	Philadelphia		23	Pittsburgh	a	4,5			3151
NPSL	1967	Philadelphia		25	Chicago	h	0,2			2986
NPSL	1967	Philadelphia		28	New York	h	1,4			3456
NPSL	1967	Philadelphia		1	New York	a	1,1			4324
NPSL	1967	Philadelphia		5	St. Louis	h	3,2			3462
NPSL	1967	Philadelphia		8	Pittsburgh	h	0,0			6032
NPSL	1967	Philadelphia		12	Atlanta	a	0,2			5863
NPSL	1967	Philadelphia		15	Toronto	h	0,0			4214
NPSL	1967	Philadelphia		22	Pittsburgh	h	4,1			4476
NPSL	1967	Philadelphia		24	Pittsburgh	a	4,1			1498
NPSL	1967	Philadelphia		30	Atlanta	h	1,1			4236
NPSL	1967	Philadelphia		2	Oakland	a	2,2			3707
NPSL	1967	Philadelphia		4	Los Angeles	a	3,1			2197
NPSL	1967	Philadelphia		9	Chicago	h	2,3			4825
NPSL	1967	Philadelphia		11	Toronto	a	3,1			3104
NPSL	1967	Philadelphia		16	Baltimore	a	1,0			11329
NPSL	1967	Philadelphia		19	St. Louis	a	1,0			5839
NPSL	1967	Philadelphia		23	Oakland	h	2,1			8009
NPSL	1967	Philadelphia		26	New York	a	2,1			2821
NPSL	1967	Pittsburgh	4	16	Oakland	a	3,3			9771
NPSL	1967	Pittsburgh		19	Los Angeles	a	2,2			1610
NPSL	1967	Pittsburgh		22	Toronto	h	4,3			6359
NPSL	1967	Pittsburgh		28	St. Louis	h	1,4			5298
NPSL	1967	Pittsburgh		3	Baltimore	a	5,3			5325
NPSL	1967	Pittsburgh		14	Toronto	a	2,1			7460
NPSL	1967	Pittsburgh		18	New York	h	5,3			1162
NPSL	1967	Pittsburgh		20	Chicago	h	3,1			2603
NPSL	1967	Pittsburgh		23	St. Louis	a	1,3			7091
NPSL	1967	Pittsburgh		27	Atlanta	a	1,2			13132
NPSL	1967	Pittsburgh		31	Oakland	h	2,3			1629
NPSL	1967	Pittsburgh		3	Los Angeles	h	0,0			4115
NPSL	1967	Pittsburgh		7	Oakland	a	1,3			2526
NPSL	1967	Pittsburgh		11	Los Angeles	a	0,3			2719
NPSL	1967	Pittsburgh		14	Baltimore	a	1,4			6643
NPSL	1967	Pittsburgh		16	Atlanta	h	1,0			2488
NPSL	1967	Pittsburgh		23	Philadelphia	h	5,4			3151
NPSL	1967	Pittsburgh		27	Baltimore	h	2,2			3286
NPSL	1967	Pittsburgh		30	St. Louis	a	3,3			5717
NPSL	1967	Pittsburgh		3	Chicago	a	2,2			1615
NPSL	1967	Pittsburgh		8	Philadelphia	a	0,0			6032
NPSL	1967	Pittsburgh		12	New York	h	1,4			3191
NPSL	1967	Pittsburgh		16	St. Louis	h	0,1			4943
NPSL	1967	Pittsburgh		19	New York	a	1,2			5611
NPSL	1967	Pittsburgh		22	Philadelphia	a	1,4			4476
NPSL	1967	Pittsburgh		24	Philadelphia	h	1,4			1498
NPSL	1967	Pittsburgh		2	Los Angeles	h	4,1			1610
NPSL	1967	Pittsburgh		6	New York	a	1,3			5008
NPSL	1967	Pittsburgh		8	Oakland	h	0,2			6273
