Player	Team-For	Home-Team	Away-Team	Date	Goal-Time	Goal-Type	Comp	Assist	Assist2	
Keen, Johnnie	Wilmington Hammerheads	Wilmington Hammerheads	Pittsburgh Riverhounds	4/17/2004	58		LGE	Hubbard, Marc		
Ali, Said	Pittsburgh Riverhounds	Wilmington Hammerheads	Pittsburgh Riverhounds	4/17/2004	50		LGE			
Caushaj, Granit	Pittsburgh Riverhounds	Wilmington Hammerheads	Pittsburgh Riverhounds	4/17/2004	69		LGE			
Woan, Ian	Syracuse Salty Dogs	Atlanta Silverbacks	Syracuse Salty Dogs	4/24/2004	108		LGE	O'Neill, Tim		
Green, Michael	Charleston Battery	Charleston Battery	Richmond Kickers	4/24/2004	48		LGE	Goos, Chris		
Worthen, Joey	Richmond Kickers	Charleston Battery	Richmond Kickers	4/24/2004	90		LGE	Delicate, Matthew		
Sy, Moussa	Long Island Rough Riders	Long Island Rough Riders	Westchester Flames	4/24/2004	90		LGE	Marshall, Colin		
Thompson, Evaud	Westchester Flames	Long Island Rough Riders	Westchester Flames	4/24/2004	43		LGE	Nava-Mendez, Fredy		
Ali, Said	Pittsburgh Riverhounds	Pittsburgh Riverhounds	Northern Virginia Royals	4/24/2004	3		LGE			
Flavius, David	Pittsburgh Riverhounds	Pittsburgh Riverhounds	Northern Virginia Royals	4/24/2004	34		LGE	Sondaal, Tiest		
Ali, Said	Pittsburgh Riverhounds	Pittsburgh Riverhounds	Northern Virginia Royals	4/24/2004	44		LGE	DePalma, Gary		
Flavius, David	Pittsburgh Riverhounds	Pittsburgh Riverhounds	Northern Virginia Royals	4/24/2004	55		LGE	DePalma, Gary		
Chulis, Matthew	Pittsburgh Riverhounds	Pittsburgh Riverhounds	Northern Virginia Royals	4/24/2004	65		LGE			
Meza, Hector	San Diego Gauchos	San Diego Gauchos	California Gold	4/24/2004	27		LGE	Roty, Timothy		
Gomez, Herculez	San Diego Gauchos	San Diego Gauchos	California Gold	4/24/2004	63		LGE	Meza, Hector		
Bundy, Kenneth	Wilmington Hammerheads	Wilmington Hammerheads	Charlotte Eagles	4/24/2004	35		LGE	Bryant, Brady		
Miller, Ryan	Wilmington Hammerheads	Wilmington Hammerheads	Charlotte Eagles	4/24/2004	61		LGE	Bundy, Kenneth		
Hill, Benjamin (Ben)	Wilmington Hammerheads	Wilmington Hammerheads	Charlotte Eagles	4/24/2004	83		LGE	Keen, Johnnie		
Munoz-Airey, Juan	Charlotte Eagles	Wilmington Hammerheads	Charlotte Eagles	4/24/2004	69		LGE	Roberts, William Clayton		
Munoz-Airey, Juan	Charlotte Eagles	Wilmington Hammerheads	Charlotte Eagles	4/24/2004	80		LGE			
Espindola, Jose Luis	Fresno Fuego	Fresno Fuego	Utah Blitzz	4/24/2004	32		LGE	Delgado, Eli		
Patterson, Steven	Orange County Blue Star	Nevada Wonders	Orange County Blue Star	4/24/2004	9		LGE			
Patterson, Steven	Orange County Blue Star	Nevada Wonders	Orange County Blue Star	4/24/2004	36		LGE	Donnelly, Tim		
Menyongar, Johnny	Minnesota Thunder	Minnesota Thunder	Calgary Mustangs	4/25/2004	24		LGE	Matteo, Jeff		
Matteo, Jeff	Minnesota Thunder	Minnesota Thunder	Calgary Mustangs	4/25/2004	51		LGE			
Sebrango-Rodriguez, Eduardo	Montreal Impact	Puerto Rico Islanders	Montreal Impact	4/25/2004	30		LGE			
Leduc, Patrick	Montreal Impact	Puerto Rico Islanders	Montreal Impact	4/25/2004	55	Penalty	LGE			
Salles-DeAlencar, Mauricio	Puerto Rico Islanders	Puerto Rico Islanders	Syracuse Salty Dogs	4/29/2004	73	Penalty	LGE			
Maher, Anthony	Syracuse Salty Dogs	Puerto Rico Islanders	Syracuse Salty Dogs	4/29/2004	64		LGE	Woan, Ian		
Maher, Anthony	Syracuse Salty Dogs	Puerto Rico Islanders	Syracuse Salty Dogs	4/29/2004	65		LGE	Dore, Christopher		
Wegerle, Bryce	Cocoa Expos	Cocoa Expos	Central Florida Kraze	4/30/2004	55		LGE			
Chan, Robin	Cocoa Expos	Cocoa Expos	Central Florida Kraze	4/30/2004	63		LGE			
Barber, Sasha	Central Florida Kraze	Cocoa Expos	Central Florida Kraze	4/30/2004	28		LGE			
Biello, Mauro	Montreal Impact	Charleston Battery	Montreal Impact	4/30/2004	106		LGE	Leduc, Patrick		
Coggins, Jacob	Charlotte Eagles	Charlotte Eagles	Harrisburg City Islanders	4/30/2004	87		LGE	Johnson, Benjamin		
Worthen, Joey	Richmond Kickers	Richmond Kickers	Virginia Beach Mariners	4/30/2004	69		LGE			
Fenger-Larsen, Jakob	Virginia Beach Mariners	Richmond Kickers	Virginia Beach Mariners	4/30/2004	43		LGE			
Macias, Jorge	San Diego Gauchos	San Diego Gauchos	Utah Blitzz	4/30/2004	34		LGE	Nunez, Juan		
Loera-Villavazo, Juan	Nevada Wonders	Nevada Wonders	Southern California Seahorses	4/30/2004	2		LGE	Aigbogun, Paul		
Blackburn, Chris	Nevada Wonders	Nevada Wonders	Southern California Seahorses	4/30/2004	10		LGE	Loera-Villavazo, Juan		
Loera-Villavazo, Juan	Nevada Wonders	Nevada Wonders	Southern California Seahorses	4/30/2004	30		LGE			
Ward, Jacob	Southern California Seahorses	Nevada Wonders	Southern California Seahorses	4/30/2004	39		LGE	McLeish, Josh		
Ward, Jacob	Southern California Seahorses	Nevada Wonders	Southern California Seahorses	4/30/2004	78		LGE	McLeish, Josh		
Commodore, Frederick	Montreal Impact	Atlanta Silverbacks	Montreal Impact	5/1/2004	61		LGE	Vincello, Mauricio		
Commodore, Frederick	Montreal Impact	Atlanta Silverbacks	Montreal Impact	5/1/2004	76		LGE	Sebrango-Rodriguez, Eduardo		
DeMello, Nikolaus	California Gold	California Gold	Fresno Fuego	5/1/2004	72		LGE	Lopez-Acosta, Miguel		
Cignetti, Gaston	Fresno Fuego	California Gold	Fresno Fuego	5/1/2004	44		LGE	Moran, Paul		
Contreras-Salazar, Edgardo	Fresno Fuego	California Gold	Fresno Fuego	5/1/2004	55		LGE	Delgado, Eli		
Espindola, Jose Luis	Fresno Fuego	California Gold	Fresno Fuego	5/1/2004	75		LGE			
Moran, Paul	Fresno Fuego	California Gold	Fresno Fuego	5/1/2004	77		LGE	Codeceira-Lopes, Fabricio		
Contreras-Salazar, Edgardo	Fresno Fuego	California Gold	Fresno Fuego	5/1/2004	79		LGE	Ramirez, Orlando		
Bruno, Evan	Long Island Rough Riders	Long Island Rough Riders	Western Mass Pioneers	5/1/2004	30		LGE	Higgins, Shaun		
Maciel-Martinelli, Everson	Western Mass Pioneers	Long Island Rough Riders	Western Mass Pioneers	5/1/2004	6	Penalty	LGE			
Deren, Jeff	Western Mass Pioneers	Long Island Rough Riders	Western Mass Pioneers	5/1/2004	12		LGE	Fletcher, Kyle		
Klinger, Fausto	Western Mass Pioneers	Long Island Rough Riders	Western Mass Pioneers	5/1/2004	25	Penalty	LGE			
Ali, Said	Pittsburgh Riverhounds	Northern Virginia Royals	Pittsburgh Riverhounds	5/1/2004	8		LGE	Armas, Anibal (Steve)		
Flavius, David	Pittsburgh Riverhounds	Northern Virginia Royals	Pittsburgh Riverhounds	5/1/2004	29		LGE	Armas, Anibal (Steve)		
Gordon, Alan	Portland Timbers	Portland Timbers	Seattle Sounders	5/1/2004	1		LGE	Heinzen, Aaron		
Alvarez-Noriega, Byron	Portland Timbers	Portland Timbers	Seattle Sounders	5/1/2004	71		LGE	Alcaraz-Cuellar, Hugo		
Smith, Kyle	Seattle Sounders	Portland Timbers	Seattle Sounders	5/1/2004	75		LGE	Farrell, Jason		
Salles-DeAlencar, Mauricio	Puerto Rico Islanders	Puerto Rico Islanders	Syracuse Salty Dogs	5/1/2004	28	Penalty	LGE			
Zapata-Alhornoz, Martin	Puerto Rico Islanders	Puerto Rico Islanders	Syracuse Salty Dogs	5/1/2004	41		LGE	Deering-Bramuglia, Diego		
Millwood, Machael	Syracuse Salty Dogs	Puerto Rico Islanders	Syracuse Salty Dogs	5/1/2004	47		LGE	Mack, Gary (Ryan)		
Lyssand, Lars	Syracuse Salty Dogs	Puerto Rico Islanders	Syracuse Salty Dogs	5/1/2004	54		LGE	Dore, Christopher		
Carrieri, Chris	Rochester Rhinos	Rochester Rhinos	Toronto Lynx	5/1/2004	11		LGE	Fuller, Ian		
Wilson, John	Rochester Rhinos	Rochester Rhinos	Toronto Lynx	5/1/2004	36		LGE	Delgado, Noah		
Woolfolk, Corey	Rochester Rhinos	Rochester Rhinos	Toronto Lynx	5/1/2004	80		LGE	Carrieri, Chris		
Woolfolk, Corey	Rochester Rhinos	Rochester Rhinos	Toronto Lynx	5/1/2004	83		LGE	Carrieri, Chris		
Zareh, Akbar	San Diego Gauchos	San Diego Gauchos	Utah Blitzz	5/1/2004	75		LGE	Roty, Timothy		
Afash, Fadi	Utah Blitzz	San Diego Gauchos	Utah Blitzz	5/1/2004	14		LGE	Goodfellow, Jacobi		
Afash, Fadi	Utah Blitzz	San Diego Gauchos	Utah Blitzz	5/1/2004	23		LGE	Breza, Richard		
Medina, Miguel (Kiko)	Utah Blitzz	San Diego Gauchos	Utah Blitzz	5/1/2004	29		LGE			
Gutierrez-Mendez, Alejandro	Utah Blitzz	San Diego Gauchos	Utah Blitzz	5/1/2004	57		LGE	Breza, Richard		
Evans, Matt	Utah Blitzz	San Diego Gauchos	Utah Blitzz	5/1/2004	80		LGE			
McNicol, William (BJ)	Utah Blitzz	San Diego Gauchos	Utah Blitzz	5/1/2004	90		LGE			
Jeffrey, Kevin	Richmond Kickers	Virginia Beach Mariners	Richmond Kickers	5/1/2004	12		LGE	Worthen, Joey		
Delicate, Matthew	Richmond Kickers	Virginia Beach Mariners	Richmond Kickers	5/1/2004	28		LGE	Hayes, David		
Decu, Costea	Westchester Flames	Westchester Flames	New Hampshire Phantoms	5/1/2004	44		LGE			
Richardson, Kwame (Kree)	Westchester Flames	Westchester Flames	New Hampshire Phantoms	5/1/2004	57		LGE	Tobon-Villa, Alex		
Esquivel-Garay, Alcides	Westchester Flames	Westchester Flames	New Hampshire Phantoms	5/1/2004	77		LGE	Thompson, Evaud		
Hansen, Bjorn	New Hampshire Phantoms	Westchester Flames	New Hampshire Phantoms	5/1/2004	21		LGE	Fleming, Richard		
Ackerman, Ryan	New Hampshire Phantoms	Westchester Flames	New Hampshire Phantoms	5/1/2004	24		LGE	Fleming, Richard		
D'Angelo, Anthony	New Hampshire Phantoms	Westchester Flames	New Hampshire Phantoms	5/1/2004	52		LGE			
Corrie, George	Wilmington Hammerheads	Wilmington Hammerheads	Harrisburg City Islanders	5/1/2004	85		LGE	Karagianis, Chris		
Shealer, Matt	Harrisburg City Islanders	Wilmington Hammerheads	Harrisburg City Islanders	5/1/2004	78		LGE	Custer, Steve		
Blackburn, Chris	Nevada Wonders	Nevada Wonders	Orange County Blue Star	5/1/2004	61		LGE			
Harvey, Jordan	Orange County Blue Star	Nevada Wonders	Orange County Blue Star	5/1/2004	5		LGE			
Poltl, Thomas	Orange County Blue Star	Nevada Wonders	Orange County Blue Star	5/1/2004	70		LGE			
Theslof, Tyler	Orange County Blue Star	Nevada Wonders	Orange County Blue Star	5/1/2004	80		LGE			
Kee, Peter	New Orleans Shell Shockers	New Orleans Shell Shockers	Lafayette Swamp Cats	5/1/2004	55		LGE	Benjamin, Glenn		
Najarro, Roberto	New Orleans Shell Shockers	New Orleans Shell Shockers	Lafayette Swamp Cats	5/1/2004	64	Penalty	LGE			
Najarro, Roberto	New Orleans Shell Shockers	New Orleans Shell Shockers	Lafayette Swamp Cats	5/1/2004	75		LGE			
Millet, Matthew	Lafayette Swamp Cats	New Orleans Shell Shockers	Lafayette Swamp Cats	5/1/2004	33		LGE			
Megaloudis, Christopher	Brooklyn Knights	Brooklyn Knights	Reading Rage	5/1/2004	16		LGE	Asencio, Leonardo		
Stanco, Patrick	Reading Rage	Brooklyn Knights	Reading Rage	5/1/2004	61		LGE	Chapay, Jorge		
Chapay, Jorge	Reading Rage	Brooklyn Knights	Reading Rage	5/1/2004	77		LGE	Coleman, Kevin		
Ryan, Blake	Kansas City Brass	Kansas City Brass	Sioux Falls SpitFire	5/1/2004	25		LGE	Rosenthal, Michael		
Rosenthal, Michael	Kansas City Brass	Kansas City Brass	Sioux Falls SpitFire	5/1/2004	36		LGE	Ryan, Blake		
Rosenthal, Michael	Kansas City Brass	Kansas City Brass	Sioux Falls SpitFire	5/1/2004	69		LGE	Shaw, Ryan		
Dzilic, Mirsad	Kansas City Brass	Kansas City Brass	Sioux Falls SpitFire	5/1/2004	77		LGE			
Veldhouse, Joel	Sioux Falls SpitFire	Kansas City Brass	Sioux Falls SpitFire	5/1/2004	27		LGE	Rolfing, Todd (TJ)		
Veldhouse, Joel	Sioux Falls SpitFire	Kansas City Brass	Sioux Falls SpitFire	5/1/2004	29		LGE	Keeling, Evan		
Rolfing, Todd (TJ)	Sioux Falls SpitFire	Kansas City Brass	Sioux Falls SpitFire	5/1/2004	81		LGE	Wylie, Brandon		
Wegerle, Bryce	Cocoa Expos	Ajax Orlando Prospects	Cocoa Expos	5/2/2004	70		LGE			
Kafedzic, Elvir	St. Louis Strikers	St. Louis Strikers	Sioux Falls SpitFire	5/2/2004	19		LGE	Ibisevic, Vedod		
Ibisevic, Vedod	St. Louis Strikers	St. Louis Strikers	Sioux Falls SpitFire	5/2/2004	21		LGE	Bleyenberg, Jeremy (Jake)		
Jeffrey, Kevin	Richmond Kickers	Richmond Kickers	Toronto Lynx	5/6/2004	5		LGE	Williams, Tony		
Williams, Richie	Richmond Kickers	Richmond Kickers	Toronto Lynx	5/6/2004	24		LGE	Jeffrey, Kevin		
Cephas, McColm	Richmond Kickers	Richmond Kickers	Toronto Lynx	5/6/2004	85		LGE	Delicate, Matthew		
Nusum, John Barry	Toronto Lynx	Richmond Kickers	Toronto Lynx	5/6/2004	67		LGE			
Larrosa-Sauco, Miguel	El Paso Patriots	Memphis Express	El Paso Patriots	5/7/2004	39		LGE	Ilari-Bonfico, Mariano		
Coggins, Jacob	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	5/7/2004	10		LGE	Rife, Josh		
Coggins, Jacob	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	5/7/2004	22		LGE	Munoz-Airey, Juan		
Swinehart, Dustin	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	5/7/2004	38		LGE	Coggins, Jacob		
Coggins, Jacob	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	5/7/2004	41		LGE	Long, Jonah		
Swinehart, Dustin	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	5/7/2004	47		LGE	Coggins, Jacob		
Wright, David	Rochester Rhinos	Rochester Rhinos	Puerto Rico Islanders	5/7/2004	5		LGE	Fuller, Ian		
Carrieri, Chris	Rochester Rhinos	Rochester Rhinos	Puerto Rico Islanders	5/7/2004	37		LGE	Demmin, Craig		
Trout, Ryan	Rochester Rhinos	Rochester Rhinos	Puerto Rico Islanders	5/7/2004	45		LGE	Sedgewick, William (Bill)		
Corazzin, Carlo	Vancouver Whitecaps	Vancouver Whitecaps	Minnesota Thunder	5/7/2004	56		LGE	Heald, Oliver		
Jordan, Jason	Vancouver Whitecaps	Vancouver Whitecaps	Minnesota Thunder	5/7/2004	110		LGE	Nash, Martin		
Morehead, Marshall	Minnesota Thunder	Vancouver Whitecaps	Minnesota Thunder	5/7/2004	10		LGE	Menyongar, Johnny		
Roberts, Darryl	Carolina Dynamo	Carolina Dynamo	West Virginia Chaos	5/7/2004	16		LGE	Poveda-Aray, William		
Cuero-Diego, Mauricio	Austin Lightning	Austin Lightning	Lafayette Swamp Cats	5/7/2004	20		LGE	Torres, Cesar		
Uriarte, John	Austin Lightning	Austin Lightning	Lafayette Swamp Cats	5/7/2004	52		LGE	Castaneda, Daniel		
Steubing, Matt	Austin Lightning	Austin Lightning	Lafayette Swamp Cats	5/7/2004	61		LGE	Palacios, Esteban		
Cuero-Diego, Mauricio	Austin Lightning	Austin Lightning	Lafayette Swamp Cats	5/7/2004	64		LGE	Castaneda, Daniel		
Andrade de Souza, Lourenzo	DFW Tornados	DFW Tornados	New Orleans Shell Shockers	5/7/2004	17	Penalty	LGE			
Bergeron, Dwayne	DFW Tornados	DFW Tornados	New Orleans Shell Shockers	5/7/2004	45		LGE			
Andrade de Souza, Lourenzo	DFW Tornados	DFW Tornados	New Orleans Shell Shockers	5/7/2004	56		LGE	Bergeron, Dwayne		
Andrade de Souza, Lourenzo	DFW Tornados	DFW Tornados	New Orleans Shell Shockers	5/7/2004	63		LGE	Couvillion, Joshua		
Rowland, Mark	DFW Tornados	DFW Tornados	New Orleans Shell Shockers	5/7/2004	65		LGE	Chandler, Jared		
Rowland, Mark	DFW Tornados	DFW Tornados	New Orleans Shell Shockers	5/7/2004	69		LGE	Watson, Jamie		
Cates, Vassar	DFW Tornados	DFW Tornados	New Orleans Shell Shockers	5/7/2004	74		LGE	Chandler, Jared		
Weese, Kenneth	DFW Tornados	DFW Tornados	New Orleans Shell Shockers	5/7/2004	77		LGE	Watson, Jamie		
Orellana, Hector	Orange County Blue Star	Orange County Blue Star	BYU Cougars	5/7/2004	20		LGE	Poltl, Thomas		
Poltl, Thomas	Orange County Blue Star	Orange County Blue Star	BYU Cougars	5/7/2004	51		LGE	Harvey, Jordan		
Metcalf, Andrew	Nashville Metros	Nashville Metros	Laredo Heat	5/7/2004	35		LGE	Phetivhok, Mark		
Rodrigues, John	Nashville Metros	Nashville Metros	Laredo Heat	5/7/2004	84		LGE	Kinturi, Pasi		
Murray, Stephen	Nashville Metros	Nashville Metros	Laredo Heat	5/7/2004	86		LGE	Kinturi, Pasi		
Hill, Sammy	Laredo Heat	Nashville Metros	Laredo Heat	5/7/2004	48		LGE			
Rosinsky, Robert	Bradenton Academics	Bradenton Academics	Central Florida Kraze	5/7/2004	61		LGE			
Cowherd, Benjamin	Bradenton Academics	Bradenton Academics	Central Florida Kraze	5/7/2004	64		LGE	Gibbon, Robert		
Phillips-Wales, Clifton	Central Florida Kraze	Bradenton Academics	Central Florida Kraze	5/7/2004	9		LGE			
Cook, Justin	Central Florida Kraze	Bradenton Academics	Central Florida Kraze	5/7/2004	15		LGE			
Stansberry, James	Central Florida Kraze	Bradenton Academics	Central Florida Kraze	5/7/2004	79		LGE			
Todd, Michael	Brooklyn Knights	Brooklyn Knights	Vermont Voltage	5/7/2004	33		LGE	Leon-Penaranda, Daniel		
Todd, Michael	Brooklyn Knights	Brooklyn Knights	Vermont Voltage	5/7/2004	72		LGE	Niziolek, Teddy		
McGinnis, Sean	Colorado Springs Blizzard	Colorado Springs Blizzard	Kansas City Brass	5/7/2004	16		LGE	Vidal, Miguel		
McGinnis, Sean	Colorado Springs Blizzard	Colorado Springs Blizzard	Kansas City Brass	5/7/2004	25		LGE	Cuero-Diego, Mauricio		
Aguirre, Alex	Colorado Springs Blizzard	Colorado Springs Blizzard	Kansas City Brass	5/7/2004	44		LGE	Vidal, Miguel		
Sagastume, Marcus	Colorado Springs Blizzard	Colorado Springs Blizzard	Kansas City Brass	5/7/2004	52		LGE			
Dooley, Eamonn	Kalamazoo Kingdom	Kalamazoo Kingdom	West Michigan Edge	5/7/2004	53		LGE			
Ssejjemba, Robert	Kalamazoo Kingdom	Kalamazoo Kingdom	West Michigan Edge	5/7/2004	74		LGE	Golat, Austin		
Hall, Kevin	West Michigan Edge	Kalamazoo Kingdom	West Michigan Edge	5/7/2004	10		LGE	Macias, Jose		
Bruemmer, Alexander	West Michigan Edge	Kalamazoo Kingdom	West Michigan Edge	5/7/2004	16		LGE	Grove, Tim		
Riddle, Stuart	West Michigan Edge	Kalamazoo Kingdom	West Michigan Edge	5/7/2004	48		LGE	Hill, Sammy		
Ball, John	Atlanta Silverbacks	Atlanta Silverbacks	Charleston Battery	5/8/2004	67		LGE	Cozier, Mangea (Mac)		
Iotov, Velko	Atlanta Silverbacks	Atlanta Silverbacks	Charleston Battery	5/8/2004	85		LGE	DeLima, Adilson		
Fisher, Steve	Harrisburg City Islanders	Harrisburg City Islanders	Pittsburgh Riverhounds	5/8/2004	88		LGE	Radovic, Aleksandar		
Hansen, Bjorn	New Hampshire Phantoms	New Hampshire Phantoms	Long Island Rough Riders	5/8/2004	8		LGE	Fleming, Richard		
Hansen, Bjorn	New Hampshire Phantoms	New Hampshire Phantoms	Long Island Rough Riders	5/8/2004	34	Penalty	LGE			
Fleming, Richard	New Hampshire Phantoms	New Hampshire Phantoms	Long Island Rough Riders	5/8/2004	40		LGE			
Cunha, Paulo	New Hampshire Phantoms	New Hampshire Phantoms	Long Island Rough Riders	5/8/2004	90		LGE			
Bruno, Evan	Long Island Rough Riders	New Hampshire Phantoms	Long Island Rough Riders	5/8/2004	2		LGE			
Etienne, Derrick	Long Island Rough Riders	New Hampshire Phantoms	Long Island Rough Riders	5/8/2004	87		LGE	Bruno, Evan		
Gomez, Herculez	San Diego Gauchos	San Diego Gauchos	Fresno Fuego	5/8/2004	54		LGE	Romo, Oscar		
Codeceira-Lopes, Fabricio	Fresno Fuego	San Diego Gauchos	Fresno Fuego	5/8/2004	50		LGE	Espindola, Jose Luis		
Arteaga, Adam	Fresno Fuego	San Diego Gauchos	Fresno Fuego	5/8/2004	108		LGE			
Farrell, Jason	Seattle Sounders	Seattle Sounders	Edmonton Aviators	5/8/2004	38		LGE			
Lopresti-Travanic, Jaime	Edmonton Aviators	Seattle Sounders	Edmonton Aviators	5/8/2004	90		LGE			
Dore, Christopher	Syracuse Salty Dogs	Syracuse Salty Dogs	Puerto Rico Islanders	5/8/2004	4		LGE	Millwood, Machael		
Dore, Christopher	Syracuse Salty Dogs	Syracuse Salty Dogs	Puerto Rico Islanders	5/8/2004	12		LGE	Lyssand, Lars		
Rivas, Rene	Syracuse Salty Dogs	Syracuse Salty Dogs	Puerto Rico Islanders	5/8/2004	26		LGE	Dore, Christopher		
Millwood, Machael	Syracuse Salty Dogs	Syracuse Salty Dogs	Puerto Rico Islanders	5/8/2004	80		LGE	Dore, Christopher		
Da Silva-Sarafim, Jr, Edivaldo	Puerto Rico Islanders	Syracuse Salty Dogs	Puerto Rico Islanders	5/8/2004	43		LGE	Salles-DeAlencar, Mauricio		
Gutierrez-Mendez, Alejandro	Utah Blitzz	Utah Blitzz	California Gold	5/8/2004	27		LGE	Estrada, Jorge		
Bravo, Ariel	Utah Blitzz	Utah Blitzz	California Gold	5/8/2004	80		LGE	Broadhead, Matthew		
Gutierrez-Mendez, Alejandro	Utah Blitzz	Utah Blitzz	California Gold	5/8/2004	27		LGE	Estrada, Jorge		
Washington, Dante	Virginia Beach Mariners	Virginia Beach Mariners	Toronto Lynx	5/8/2004	5		LGE	Fenger-Larsen, Jakob		
Alvarez, Daniel	Virginia Beach Mariners	Virginia Beach Mariners	Toronto Lynx	5/8/2004	15		LGE	Fenger-Larsen, Jakob		
Washington, Dante	Virginia Beach Mariners	Virginia Beach Mariners	Toronto Lynx	5/8/2004	48		LGE	Bilyk, Jeff		
Dodds, Jamie	Toronto Lynx	Virginia Beach Mariners	Toronto Lynx	5/8/2004	10		LGE			
Ngon-Gerba, Ali	Toronto Lynx	Virginia Beach Mariners	Toronto Lynx	5/8/2004	83		LGE			
Proctor, James	Western Mass Pioneers	Western Mass Pioneers	Westchester Flames	5/8/2004	66		LGE	Rocha-Villarroel, Maurizio		
Merritt, Tim	Carolina Dynamo	Carolina Dynamo	Richmond Kickers Future	5/8/2004	12		LGE			
Roberts, Darryl	Carolina Dynamo	Carolina Dynamo	Richmond Kickers Future	5/8/2004	70		LGE	Palmer, David		
Smith, Donald	Richmond Kickers Future	Carolina Dynamo	Richmond Kickers Future	5/8/2004	29		LGE	Konopka, Chris		
McCormick, Mark	Richmond Kickers Future	Carolina Dynamo	Richmond Kickers Future	5/8/2004	34		LGE			
Boole, David	Raleigh CASL Elite	Raleigh CASL Elite	West Virginia Chaos	5/8/2004	20	Penalty	LGE			
Salter, Bryant	Raleigh CASL Elite	Raleigh CASL Elite	West Virginia Chaos	5/8/2004	25		LGE	Tapia-Allende, Ramone		
Randazzo, Vince	West Virginia Chaos	Raleigh CASL Elite	West Virginia Chaos	5/8/2004	49	Penalty	LGE			
Cuero-Diego, Mauricio	Austin Lightning	Austin Lightning	New Orleans Shell Shockers	5/8/2004	26		LGE	Arreola, Victor		
Najarro, Roberto	New Orleans Shell Shockers	Austin Lightning	New Orleans Shell Shockers	5/8/2004	6		LGE	Jones, Dwayne		
Duben, Josef	Abbotsford Rangers	Abbotsford Rangers	Cascade Surge	5/8/2004	73		LGE	Calderson, Carlos		
Duerr, Glen	Cascade Surge	Abbotsford Rangers	Cascade Surge	5/8/2004	55		LGE	Smith, Jeffrey		
Duerr, Glen	Cascade Surge	Abbotsford Rangers	Cascade Surge	5/8/2004	90		LGE	Fernandes, Carlos		
Seely, Tim	Spokane Shadow	Spokane Shadow	Yakima Reds	5/8/2004	47		LGE	Cox, Mark		
