									
									



	19	2010-08-07	A	Kansas City	1-1	D	10-4-5	Findley 5 (Russell 4) 33	Nick Rimando, Robbie Russell, Jamison Olave, Nat Borchers, Chris Wingert, Will Johnson, Kyle Beckerman, Javier Morales, Ned Grabavoy (Andy Williams 65), Alvaro Saborio (Pablo Campos 89), Robbie Findley (Fabian Espindola 70).
	20	2010-08-11	A	Philadelphia	1-1	D	10-4-6	Espindola 5 (unassisted) 17	Kyle Reynish, Tony Beltran, Rauwshan McKenzie, Nat Borchers, Chris Wingert, Andy Williams (Will Johnson 64), Jean Alexandre, Javier Morales, Nelson Gonzalez (Collen Warner 72), Pablo Campos (Robbie Findley 64), Fabian Espindola.
	21	2010-08-14	H	Columbus	2-0	W	11-4-6	Morales 5 (Espindola 2) 11; Morales 6 (free kick) 60	Nick Rimando, Robbie Russell, Nat Borchers, Jamison Olave, Tony Beltran, Ned Grabavoy (Nelson Gonzalez 82), Kyle Beckerman, Javier Morales (Andy Williams 63), Will Johnson, Robbie Findley (Pablo Campos 72), Fabian Espindola.


	22	2010-08-28	A	Toronto	0-0	D	11-4-7		Nick Rimando, Chris Wingert, Jamison Olave, Nat Borchers, Tony Beltran, Ned Grabavoy, Javier Morales, Kyle Beckerman, Andy Williams (Will Johnson 69), Alvaro Saborio (Robbie Findley 62), Fabian Espindola (Jean Alexandre 83)
	23	2010-09-04	H	New York	1-0	W	12-4-7	Espindola 6 (Beckerman 3) 4	Nick Rimando, Robbie Russell, Jamison Olave, Nat Borchers, Chris Wingert, Andy Williams, Kyle Beckerman, Javier Morales, Ned Grabavoy, Robbie Findley (Nelson Gonzalez 75), Fabian Espindola (Pablo Campos 50)
	24	2010-09-09	A	Seattle	0-0	D	12-4-8		Kyle Reynish, Tony Beltran, Nat Borchers, Chris Schuler, Chris Wingert, Nelson Gonzalez (Will Johnson 65), Kyle Beckerman, Javier Morales, Andy Williams, Robbie Findley (Pablo Campos 89), Alvaro Saborio

	25	2010-09-18	H	Chicago	1-0	W	13-4-8	Saborío 9 (penalty kick) 47+	Nick Rimando, Tony Beltran, Jamison Olave, Nat Borchers, Chris Wingert, Ned Grabavoy (Nelson Gonzalez 64), Kyle Beckerman, Andy Williams, Will Johnson, Robbie Findley (Paulo Araujo 76), Alvaro Saborio (Pablo Campos 63)

	26	2010-09-25	H	Colorado	1-1	D	13-4-9	Borchers 1 (Williams 6) 93+	Kyle Reynish, Tony Beltran, Rauwshan McKenzie, Nat Borchers, Chris Wingert, Andy Williams, Jean Alexandre (Kyle Beckerman 56), Collen Warner, Ned Grabavoy (Will Johnson 70), Pablo Campos (Alvaro Saborio 62), Fabian Espindola

	27	2010-10-02	A	New England	2-1	W	14-4-9	Borchers 2 (Morales 7) 68; Saborio 10 (Morales 8) 84	Nick Rimando, Nat Borchers, Jamison Olave, Chris Wingert, Tony Beltran, Will Johnson, Ned Grabavoy (Andy Williams 83), Javier Morales, Kyle Beckerman, Alvaro Saborio (Jean Alexandre 86), Fabian Espindola (Robbie Findley 61)
	28	2010-10-09	A	New York	0-0	D	14-4-10		Nick Rimando, Robbie Russell, Jamison Olave, Nat Borchers, Tony Beltran, Andy Williams (Ned Grabavoy 77), Kyle Beckerman, Javier Morales, Will Johnson, Robbie Findley (Paulo Araujo 68), Alvaro Saborio
	29	2010-10-16	H	Dallas	2-0	W	15-4-10	Grabavoy 3 (Russell 5, Morales 9) 59; Morales 7 (Findley 4, Williams 7) 89	Nick Rimando, Robbie Russell, Jamison Olave, Nat Borchers, Tony Beltran, Ned Grabavoy (Andy Williams 71), Kyle Beckerman, Javier Morales, Will Johnson, Alvaro Saborio (Jean Alexandre 89), Fabian Espindola (Robbie Findley 78)

	30	2010-10-23	A	Colorado	2-2	D	15-4-11	Saborio 11 (unassisted) 91+; Saborio 12 (penalty kick) 95+	Nick Rimando, Robbie Russell, Jamison Olave, Nat Borchers, Chris Wingert, Andy Williams (Ned Grabavoy 61), Kyle Beckerman, Javier Morales, Will Johnson (Collen Warner 76), Robbie Findley (Paulo Araujo 61), Alvaro Saborio
