1       Brian Ching     Montreal Impact
2       Zarek Valentin  Montreal Impact
3       Justin Mapp     Montreal Impact
4       Bobby Burling   Montreal Impact
5       Jeb Brovsky     Montreal Impact
6       Collen Warner   Montreal Impact
7       Josh Gardner    Montreal Impact
8       Sanna Nyassi    Montreal Impact
9       James Riley     Montreal Impact
10      Seth Sinovic    Montreal Impact
