1	Paulo Nagamura (M)	Toronto FC
2	Danny O'Rourke (M)	Toronto FC
3	Jose Cancela (F)	Toronto FC
4	Adrian Serioux (M)	Toronto FC
5	Nate Jaqua (F)	Toronto FC
6	Rod Dyachenko (M)	Toronto FC
7	Jason Kreis (F)	Toronto FC
8	Tim Regan (D)	Toronto FC
9	Ritchie Kotschau (D)	Toronto FC
10	Will Hesmer (GK)	Toronto FC
