1	C.J. Brown (D)	Chicago Fire
2	Brian Loftin (F)	Tampa Bay Mutiny
3	Tim Weaver (D)	San Jose Clash
4	Marquis White (F)	Colorado Rapids
5	Dahir Mohammed (D)	New England Revolution
6	Geoff Aunger (D)	D.C. United
7	Brad Wilson (M)	Tampa Bay Mutiny
8	Goran Hunjak (M)	Kansas City Wizards
9	Danny Care (D)	D.C. United
10	Chris Fox (D)	Dallas Burn
11	Julio Cengarle (M)	Colorado Rapids
12	Brandon Ward (M)	Columbus Crew
13	Don Gramenz (D)	Chicago Fire
14	Travis Roy (M)	MetroStars
15	Kevin Rueda (GK)	San Jose Clash
16	Paul Holocher (M)	Chicago Fire
17	Doug Neeley (M)	New England Revolution
18	Cesar Alvarado (M)	Los Angeles Galaxy
19	Steve Bell (M)	Tampa Bay Mutiny
20	Rodney Rambo (D)	Kansas City Wizards
21	Scott Cannon (D)	Columbus Crew
22	Ernest Inneh (F)	Dallas Burn
23	Eddie Soto (F)	San Jose Clash
24	John Jones (M/F)	Tampa Bay Mutiny
25	Paul Lekics (M)	Chicago Fire
26	Amos Magee (F)	Los Angeles Galaxy
27	Alberto Montoya (M)	San Jose Clash
28	Sal Leanti (D)	MetroStars
29	Dave Salzwedel (GK)	New England Revolution
30	Marco Ferruzzi (M)	Los Angeles Galaxy
31	PASS	Tampa Bay Mutiny
32	PASS	Kansas City Wizards
33	PASS	Tampa Bay Mutiny
34	Darren Sawatzky (M/F)	Dallas Burn
35	Tayt Ianni (M)	Colorado Rapids
36	PASS	D.C. United
