Player	Team-For	Home-Team	Away-Team	Date	Goal-Time	Goal-Type	Comp	Assist	Assist2	
Nowak, Peter	Chicago Fire	Atlas - Mexico	Chicago Fire	2/26/1998	68	Penalty	FDLY			
Trittschuh, Steve	Colorado Rapids	Tecos - Mexico	Colorado Rapids	2/24/1998	38		FDLY			
Rooney	MetroStars	AC Milan - Italy	MetroStars	3/5/1998	60		FDLY			
Medved, Shawn	San Jose Earthquakes	Atlas - Mexico	San Jose Earthquakes	3/8/1998	55		FDLY			
Medved, Shawn	San Jose Earthquakes	Atlas - Mexico	San Jose Earthquakes	3/8/1998	80		FDLY			
Cienfuegos, Mauricio	Los Angeles Galaxy	Comunicaciones - Guatemala	Los Angeles Galaxy	3/4/1998	16	Penalty	FDLY			
Hurtado, Eduardo	Los Angeles Galaxy	Comunicaciones - Guatemala	Los Angeles Galaxy	3/4/1998	17		FDLY	Machon, Martin		
Vanney, Greg	Los Angeles Galaxy	Comunicaciones - Guatemala	Los Angeles Galaxy	3/4/1998	36		FDLY	Cienfuegos, Mauricio		
Welton	Los Angeles Galaxy	Comunicaciones - Guatemala	Los Angeles Galaxy	3/4/1998	68		FDLY	Hurtado, Eduardo		
Salcedo, Jorge	Chicago Fire	Bachilleres - Mexico	Chicago Fire	3/5/1998	0		FDLY			
Lagos, Gerard	Chicago Fire	Bachilleres - Mexico	Chicago Fire	3/5/1998	0		FDLY			
Gramenz, Don	Chicago Fire	Bachilleres - Mexico	Chicago Fire	3/5/1998	0		FDLY			
Snow, Ken	Chicago Fire	Bachilleres - Mexico	Chicago Fire	3/5/1998	0		FDLY			
Wood, AJ	DC United	DC United	Central American Stars	11/22/1998	45		FDLY	Olsen, Ben		
Talley, Carey	DC United	DC United	Central American Stars	11/22/1998	82		FDLY	Agoos, Jeff		
Coreas, Salvador	Long Island Rough Riders	Long Island Rough Riders	CD Aguila - El Salvador	8/4/1996	46		FDLY			
Enders, Eddie	Cocoa Expos	Cocoa Expos	Tusberg Landshut - Germany	2/15/1996	0		FDLY			
Enders, Eddie	Cocoa Expos	Cocoa Expos	Tusberg Landshut - Germany	2/15/1996	0		FDLY			
Haig, Fitzgerald	Cocoa Expos	Cocoa Expos	Norresundby Boldklub - Denmark	2/19/1996	0		FDLY			
Carithers, Chad	South Carolina Shamrocks	South Carolina Shamrocks	Ireland U-23	5/28/1996	0		FDLY			
Parkinson, Keith	South Carolina Shamrocks	South Carolina Shamrocks	Ireland U-23	5/28/1996	0		FDLY			
Wynalda, Eric	San Jose Earthquakes	UAG - Mexico	San Jose Earthquakes	3/3/1998	52		FDLY	Lewis, Eddie		
Wynalda, Eric	San Jose Earthquakes	UAG - Mexico	San Jose Earthquakes	3/3/1998	53		FDLY	Lewis, Eddie		
Figueroa	San Jose Earthquakes	UAG - Mexico	San Jose Earthquakes	3/3/1998	57		FDLY	Lewis, Eddie		
Kosecki, Roman	Chicago Fire	Jaguares - Mexico	Chicago Fire	2/25/1999	12		FDLY			
Kuhn, Tony	Chicago Fire	Jaguares - Mexico	Chicago Fire	2/25/1999	78		FDLY	Gutierrez, Diego		
Razov, Ante	Chicago Fire	Chicago Fire	Atlas - Mexico	2/27/1999	12		FDLY			
Razov, Ante	Chicago Fire	Univ. de Guadalajara - Mexico	Chicago Fire	3/1/1999	0		FDLY			
Kuhn, Tony	Chicago Fire	UAG - Mexico	Chicago Fire	3/3/1999	90		FDLY			
Kubik, Lubos	Chicago Fire	UAG - Mexico	Chicago Fire	3/3/1999	40		FDLY			
Henderson, Josh	Chicago Fire	UAG - Mexico	Chicago Fire	3/3/1999	89		FDLY			
Bravo, Paul	Colorado Rapids	Atlas - Mexico	Colorado Rapids	3/7/1999	56		FDLY	Bent, Jason		
Harris, Wolde	Colorado Rapids	Tapatio - Mexico	Colorado Rapids	3/9/1999	55		FDLY	Limpar, Anders		
Harris, Wolde	Colorado Rapids	Tapatio - Mexico	Colorado Rapids	3/9/1999	65		FDLY	Vaudreuil, David		
Paule, Ross	Colorado Rapids	Jaguares - Mexico	Colorado Rapids	3/11/1999	10		FDLY			
Mittendorf, Andrew	Colorado Rapids	Jaguares - Mexico	Colorado Rapids	3/11/1999	80		FDLY	Harris, Wolde		
Harris, Wolde	Colorado Rapids	Jaguares - Mexico	Colorado Rapids	3/11/1999	60		FDLY			
White, Marquis	Colorado Rapids	Jaguares - Mexico	Colorado Rapids	3/11/1999	73		FDLY			
Dely Valdes, Jorge	Colorado Rapids	Univ. de Guadalajara - Mexico	Colorado Rapids	3/15/1999	35		FDLY	Limpar, Anders		
White, Marquis	Colorado Rapids	Univ. de Guadalajara - Mexico	Colorado Rapids	3/15/1999	85		FDLY			
Paule, Ross	Colorado Rapids	Univ. de Guadalajara - Mexico	Colorado Rapids	3/15/1999	60		FDLY	Limpar, Anders		
Paule, Ross	Colorado Rapids	Univ. de Guadalajara - Mexico	Colorado Rapids	3/15/1999	65		FDLY	Limpar, Anders		
Bravo, Paul	Colorado Rapids	Univ. de Guadalajara - Mexico	Colorado Rapids	3/15/1999	76		FDLY	Bent, Jason		
Unknown	DC United	Luis Angel Firpo - El Salvador	DC United	11/3/2000	24	Own Goal	FDLY			
Muniz, Liedson Da Silva	DC United	Alianza - El Salvador	DC United	11/5/2000	4		FDLY	Convey, Bobby		
Diaz Arce, Raul	DC United	Aguila - El Salvador	DC United	11/1/2000	12		FDLY			
Diaz Arce, Raul	DC United	Aguila - El Salvador	DC United	11/1/2000	36		FDLY			
Evans	San Jose Earthquakes	Atlas - Mexico	San Jose Earthquakes	3/13/2000	22		FDLY	Doyle, John		
Wright	San Jose Earthquakes	Atlas - Mexico	San Jose Earthquakes	3/13/2000	30		FDLY	Conteh, Abdul Thompson		
Mulrooney, Richard	San Jose Earthquakes	Atlas - Mexico	San Jose Earthquakes	3/13/2000	62		FDLY	Brose		
Zambrano, Henry	Colorado Rapids	Sporting Lisbon XI - Portugal	Colorado Rapids	3/8/2000	55		FDLY	Anderson, Kevin		
Bower, Scott	San Jose Earthquakes	Oro - Mexico	San Jose Earthquakes	3/9/2000	54		FDLY	Krakowiak		
McBride, Brian	Columbus Crew	Columbus Crew	Bayer Leverkusen - Germany	5/29/2001	39	Penalty	FDLY			
McBride, Brian	Columbus Crew	Columbus Crew	Bayer Leverkusen - Germany	5/29/2001	46		FDLY	Oughton, Duncan		
Perez, John Wilmar	Columbus Crew	Columbus Crew	Bayer Leverkusen - Germany	5/29/2001	76		FDLY	Cunningham, Jeff		
Cunningham, Jeff	Columbus Crew	Columbus Crew	Bayer Leverkusen - Germany	5/29/2001	81		FDLY	Washington, Dante		
Mathis, Clint	MetroStars	MetroStars	Bayern Munich - Germany	5/28/2001	36		FDLY			
