
	6	2006-05-06	A	Houston	3-4	L	3-1-2	Ruiz 1 (unassisted) 60; Nunez 1 (Mina 1) 61; Moor 1 (O'Brien 2) 76	Dario Sala, Bobby Rhine, Drew Moor, Alex Yi, Greg Vanney (Arturo Alvarez 85), Ramon Nunez, Ronnie O'Brien, Simo Valakari (Chris Gbandi 86), Mark Wilson (Kenny Cooper 58), Carlos Ruiz, Roberto Mina.
	7	2006-05-10	H	Los Angeles	1-0	W	4-1-2	Ruiz 2 (unassisted) 20	Dario Sala, Bobby Rhine (sent off 43), Drew Moor, Alex Yi, Greg Vanney, Kenny Cooper (Clarence Goodson 46), Ronnie O'Brien, Simo Valakari, Ramon Nunez (Richard Mulrooney 69), Roberto Mina (David Wagenfuhr 80), Carlos Ruiz,
	8	2006-05-13	H	Houston	1-1	D	4-1-3	Ruiz 3 (Moor 1, Nunez 1) 19	Dario Sala, Drew Moor, Clarence Goodson (David Wagenfuhr 82), Alex Yi, Greg Vanney, Richard Mulrooney, Ronnie O'Brien, Simo Valakari, Kenny Cooper, Carlos Ruiz (Roberto Mina 72), Ramon Nunez (Aaron Pitchkolan 78).
	9	2006-05-20	H	New England	4-0	W	5-1-3	Cooper 4 (Gbandi 1, Nunez 2) 4; Ruiz 4 (Valakari 1) 7; Ruiz 5 (u/a) 16; Nunez 2 (Ruiz 3, Mulrooney 1) 19	Dario Sala (Jeff Cassar 46), Bobby Rhine, Drew Moor, Greg Vanney, Chris Gbandi, Ronnie O'Brien, Richard Mulrooney, Simo Valakari (Roberto Mina 85), Ramon Nunez, Kenny Cooper (Arturo Alvarez 72), Carlos Ruiz,
	10	2006-05-24	A	New York	2-1	W	6-1-3	Cooper 5 (O'Brien 3, Ruiz 4) 76; Ruiz 6 (Mulrooney 2) 87	Dario Sala, Drew Moor, Chris Gbandi, Bobby Rhine, Greg Vanney, Richard Mulrooney, Ronnie O'Brien (Alex Yi 92+), Ramon Nunez (Roberto Mina 70), Simo Valakari, Carlos Ruiz (Mark Wilson 93+), Kenny Cooper.
	11	2006-06-03	H	Columbus	1-2	L	6-2-3	Ruiz 7 (Mulrooney 3) 91+	Dario Sala, Bobby Rhine, Drew Moor, Greg Vanney, Chris Gbandi, Ronnie O'Brien, Richard Mulrooney, Simo Valakari (Mark Wilson 77), Ramon Nunez (Arturo Alvarez 68), Kenny Cooper (Roberto Mina 68), Carlos Ruiz,
	12	2006-06-11	H	Chivas USA	2-1	W	7-2-3	Ruiz 8 (Vanney 1) 28; Mina 3 (O'Brien 4) 82	Dario Sala, Bobby Rhine, Drew Moor, Greg Vanney, Chris Gbandi, Ronnie O'Brien, Richard Mulrooney, Simo Valakari, Arturo Alvarez (Roberto Mina 59), Kenny Cooper (David Wagenfuhr 78), Carlos Ruiz (Aaron Pitchkolan 90),
	13	2006-06-24	H	Colorado	1-0	W	8-2-3	Cooper 6 (Ruiz 5, Mulrooney 4) 32	Dario Sala, Bobby Rhine, Drew Moor, Greg Vanney, Chris Gbandi, Ronnie O'Brien, Richard Mulrooney, Simo Valakari, Ramon Nunez (David Wagenfuhr 51), Kenny Cooper (Roberto Mina 67), Carlos Ruiz (Mark Wilson 85),
	14	2006-06-28	A	New England	0-1	L	8-3-3		Dario Sala, Bobby Rhine, Drew Moor, Greg Vanney, Chris Gbandi, Ronnie O'Brien, Richard Mulrooney, David Wagenfuhr (Roberto Mina 75), Mark Wilson (Simo Valakari 75), Carlos Ruiz, Kenny Cooper (Dominic Oduro 84).
	15	2006-07-01	A	Chivas USA	0-3	L	8-4-3		Dario Sala, Bobby Rhine (Alex Yi 46), Drew Moor, Greg Vanney, Chris Gbandi, Ronnie O'Brien (Dax McCarty 85), Richard Mulrooney, Simo Valakari, Mark Wilson (Dominic Oduro 46), Roberto Mina, Carlos Ruiz,
