Competition: USL Premier Developmental League   
Season: 2008

Date: 4/26/2008
2030; Baton Rouge Capitals; 0-1; DFW Tornados; Pennington Field
2230; San Jose Frogs; 3-3; Los Angeles Legends; A.P.U. - Cougar Stadium

Date: 6/28/2008
1500; Cape Cod Crusaders; 2-2; Richmond Kickers Future; Sports Backers Stadium
1730; Brooklyn Knights; 3-3; Westchester Flames; City Park Stadium
1800; Long Island Rough Riders; 0-3; Ottawa Fury; Algonquin College Soccer Complex
1800; Tacoma Tide; 1-5; Vancouver Whitecaps Residency; Simon Fraser University
1800; Laredo Heat; 1-1; Houston Leones; Soccer World Center
1800; Thunder Bay Chill; 2-1; St. Louis Lions; Tony Glavin Complex
1900; West Virginia Chaos; 2-2; Chicago Fire Premier; Toyota Park
1900; Newark Ironbound Express; 3-1; Hampton Roads Piranhas; Virginia Wesleyan College
1900; Reading Rage; 2-0; Northern Virginia Royals; Washington-Lee High School
1930; Rhode Island Stingrays; 0-3; Vermont Voltage; Collins-Perley Sports Complex
1930; Colorado Rapids U-23; 3-2; Des Moines Menace; Valley Stadium
2000; Palm Beach Pumas; 0-5; Panama City Pirates; Gavlak Stadium
2000; Cary Clarets; 3-1; Nashville Metros; Siegel Park
2030; Baton Rouge Capitals; 0-3; Austin Aztex U23s; Dragon Stadium - Round Rock
2030; New Orleans Jesters; 1-0; DFW Tornados; Pennington Field
2130; Yakima Reds; 2-0; Abbotsford Mariners; Bateman Park
2205; BYU Cougars; 1-1; Cascade Surge; McCulloch Stadium (WU)
2230; Fresno Fuego; 1-0; Los Angeles Legends; A.P.U. - Cougar Stadium
2230; Southern California Seahorses; 1-1; Bakersfield Brigade; Bakersfield Christian HS
2230; Lancaster Rattlers; 1-1; Ventura County Fusion; Buena High School

Date: 6/29/2008
1500; Rhode Island Stingrays; 1-1; Ottawa Fury; Algonquin College Soccer Complex
1500; Cleveland Internationals; 2-3; Kalamazoo Outrage; Mayors Riverfront Park Mayors Riverfront
1500; Northern Virginia Royals; 2-2; New Jersey Rangers; Morris Catholic High School
1600; Tacoma Tide; 5-1; Abbotsford Mariners; Bateman Park
1700; Newark Ironbound Express; 4-2; Virginia Legacy; James City County Stadium
1700; Yakima Reds; 1-0; Vancouver Whitecaps Residency; Simon Fraser University
1700; Colorado Rapids U-23; 1-3; Kansas City Brass; William Jewell College
1800; Cape Cod Crusaders; 0-1; Fredericksburg Gunners; Fredericksburg Academy
1800; Thunder Bay Chill; 3-2; St. Louis Lions; Tony Glavin Complex
1930; Westchester Flames; 1-2; Ocean City Barons;  

Date: 6/30/2008
2030; Thunder Bay Chill; 2-0; Kansas City Brass; William Jewell College

Date: 7/1/2008
1600; Cleveland Internationals; 2-0; Toronto Lynx; Brian Timmins Field
1900; Indiana Invaders; 1-2; West Michigan Edge; Kentwood High School

Date: 7/2/2008
1800; Fredericksburg Gunners; 1-2; Northern Virginia Royals; Wakefield High School
1830; Vermont Voltage; 2-4; Ottawa Fury; Algonquin College Soccer Complex
1900; Long Island Rough Riders; 1-3; Westchester Flames; City Park Stadium
1900; Kalamazoo Outrage; 0-1; Chicago Fire Premier; Toyota Park
1930; Thunder Bay Chill; 3-0; Springfield Demize; Cooper Sports Complex
2000; Brooklyn Knights; 0-0; Newark Ironbound Express; NJIT Stadium

Date: 7/3/2008
1900; Fort Wayne Fever; 1-3; Cleveland Internationals; St. Edwards High School
2000; Richmond Kickers Future; 0-2; Hampton Roads Piranhas; Virginia Wesleyan College
2030; St. Louis Lions; 3-2; Springfield Demize; Cooper Sports Complex
2030; Laredo Heat; 1-3; Austin Aztex U23s; Dragon Stadium - Round Rock

Date: 7/4/2008
1800; West Michigan Edge; 2-5; Kalamazoo Outrage; Mayors Riverfront Park Mayors Riverfront
1800; Baton Rouge Capitals; 3-1; Houston Leones; Soccer World Center
2000; Thunder Bay Chill; 3-0; Des Moines Menace; Valley Stadium
2130; Cascade Surge; 0-4; Abbotsford Mariners; Bateman Park
2130; Ogden Outlaws; 2-1; BYU Cougars; South Stadium
2200; San Fernando Valley Quakes; 1-1; Lancaster Rattlers; Pete Knight High School

Date: 7/5/2008
1800; Richmond Kickers Future; 1-0; Fredericksburg Gunners; Fredericksburg Academy
1800; Cascade Surge; 0-5; Vancouver Whitecaps Residency; Simon Fraser University
1800; Mississippi Brilla; 3-3; Houston Leones; Soccer World Center
1800; Springfield Demize; 0-4; St. Louis Lions; Tony Glavin Complex
1900; Cape Cod Crusaders; 1-1; Ottawa Fury; Algonquin College Soccer Complex
1900; Toronto Lynx; 1-2; Cleveland Internationals; John Carroll University
1900; Long Island Rough Riders; 0-2; New Jersey Rangers; Morris Catholic High School
1930; Westchester Flames; 1-2; Vermont Voltage; Collins-Perley Sports Complex
1930; Chicago Fire Premier; 0-0; Indiana Invaders; Indiana Invaders Soccer Complex
1930; Rhode Island Stingrays; 1-1; New Hampshire Phantoms; Southern New Hampshire University
1930; Cincinnati Kings; 1-3; Michigan Bucks; Ultimate Soccer Arenas
1930; Thunder Bay Chill; 1-5; Des Moines Menace; Valley Stadium
2000; Atlanta Silverbacks U23's; 3-2; Nashville Metros; Ezell Park Stadium
2200; Ventura County Fusion; 2-0; Southern California Seahorses; La Mirada HS
2230; San Francisco Seals; 2-0; Bakersfield Brigade; Bakersfield Christian HS

Date: 7/6/2008
1500; Westchester Flames; 2-3; Ottawa Fury; Algonquin College Soccer Complex
1600; Vancouver Whitecaps Residency; 3-0; Abbotsford Mariners; Bateman Park
1700; New Jersey Rangers; 3-4; Brooklyn Knights; Aviator Field
1800; Lancaster Rattlers; 1-4; San Jose Frogs; Lick High School
1930; Hampton Roads Piranhas; 2-1; Ocean City Barons;  
2030; Mississippi Brilla; 0-1; Austin Aztex U23s; Dragon Stadium - Round Rock
2230; Southern California Seahorses; 2-2; Los Angeles Legends; A.P.U. - Cougar Stadium

Date: 7/7/2008
1930; Central Florida Kraze; 3-1; Palm Beach Pumas; Lauderhill Sports Complex

Date: 7/8/2008
1900; Carolina Dynamo; 2-3; Cary Clarets; WakeMed Soccer Park
1930; Cape Cod Crusaders; 2-0; New Hampshire Phantoms; Southern New Hampshire University
2000; New Jersey Rangers; 0-1; Newark Ironbound Express; NJIT Stadium
2130; Ogden Outlaws; 1-2; BYU Cougars; South Stadium

Date: 7/9/2008
1900; Michigan Bucks; 1-1; Fort Wayne Fever; Hefner Stadium
1900; Cincinnati Kings; 2-3; Chicago Fire Premier; Toyota Park
1930; Rhode Island Stingrays; 1-3; Vermont Voltage; Collins-Perley Sports Complex
2000; Ocean City Barons; 1-4; Brooklyn Knights; Aviator Field

Date: 7/10/2008
1830; Bradenton Academics; 0-0; Central Florida Kraze; Seminole Soccer Complex
1900; Cincinnati Kings; 1-1; West Michigan Edge; Kentwood High School
2030; Des Moines Menace; 2-0; Springfield Demize; Cooper Sports Complex
2205; Los Angeles Legends; 1-3; San Fernando Valley Quakes; Pierce College

Date: 7/11/2008
1700; Carolina Dynamo; 2-3; Atlanta Silverbacks U23's; RE/MAX Greater Atlanta Stadium
1800; Reading Rage; 3-2; Fredericksburg Gunners; Fredericksburg Academy
1900; Hampton Roads Piranhas; 1-0; Northern Virginia Royals; Howison Homestead Park Park
1900; Richmond Kickers Future; 0-1; Virginia Legacy; James City County Stadium
1930; Kansas City Brass; 1-4; Thunder Bay Chill; Chapples Park
2000; San Jose Frogs; 0-1; Orange County Blue Star; Concordia University
2030; Austin Aztex U23s; 0-1; New Orleans Jesters; Newman School
2200; Ventura County Fusion; 4-0; Lancaster Rattlers; Pete Knight High School
2200; Abbotsford Mariners; 3-3; Spokane Spiders; Spokane Falls CC
2205; Vancouver Whitecaps Residency; 4-1; Yakima Reds; Marquette Stadium

Date: 7/12/2008
1630; Ottawa Fury; 0-0; Cape Cod Crusaders; Bowditch Stadium
1700; Indiana Invaders; 0-4; Toronto Lynx; Edelweiss Park
1730; Brooklyn Knights; 3-2; Westchester Flames; City Park Stadium
1730; Palm Beach Pumas; 0-1; Bradenton Academics; IMG Soccer Academy
1800; Hampton Roads Piranhas; 1-4; Fredericksburg Gunners; Fredericksburg Academy
1800; El Paso Patriots; 3-2; Mississippi Brilla; Robert P. Longabaugh Stadium
1900; Fort Wayne Fever; 0-0; Kalamazoo Outrage; Mayors Riverfront Park Mayors Riverfront
1900; St. Louis Lions; 4-5; Colorado Rapids U-23; Pleasant View Field
1930; Kansas City Brass; 2-3; Thunder Bay Chill; Chapples Park
1930; New Hampshire Phantoms; 0-1; Vermont Voltage; Collins-Perley Sports Complex
1930; West Virginia Chaos; 2-2; Cincinnati Kings; Town & Country Sports Complex
1930; Chicago Fire Premier; 3-3; Michigan Bucks; Ultimate Soccer Arenas
1930; Long Island Rough Riders; 3-0; Ocean City Barons;  
2000; Bakersfield Brigade; 1-3; Orange County Blue Star; Concordia University
2000; Carolina Dynamo; 1-2; Nashville Metros; Ezell Park Stadium
2000; Central Florida Kraze; 0-3; Panama City Pirates; Gavlak Stadium
2000; Austin Aztex U23s; 1-2; Baton Rouge Capitals; Olympia Stadium
2100; BYU Cougars; 1-0; Ogden Outlaws; Ogden High School
2115; Houston Leones; 0-7; Laredo Heat; Texas A&M Intl Univ Soccer Complex
2200; San Fernando Valley Quakes; 4-1; Fresno Fuego; Chukchansi Park
2200; San Jose Frogs; 1-3; Southern California Seahorses; La Mirada HS
2200; Vancouver Whitecaps Residency; 0-3; Spokane Spiders; Spokane Falls CC
2200; Los Angeles Legends; 0-2; San Francisco Seals; University of San Francisco
2205; Abbotsford Mariners; 1-4; Yakima Reds; Marquette Stadium
2205; Tacoma Tide; 4-3; Cascade Surge; McCulloch Stadium (WU)

Date: 7/13/2008
1500; Central Florida Kraze; 4-2; Panama City Pirates; Gavlak Stadium
1500; Reading Rage; 1-1; Richmond Kickers Future; Sports Backers Stadium
1700; St. Louis Lions; 1-1; Colorado Rapids U-23; Pleasant View Field
1900; Lancaster Rattlers; 2-3; San Francisco Seals; Chabot College
1900; Virginia Legacy; 1-3; Northern Virginia Royals; Howison Homestead Park Park
1900; Ottawa Fury; 5-0; Rhode Island Stingrays; Pierce Memorial
1900; Indiana Invaders; 0-0; Cleveland Internationals; St. Edwards High School
2130; Orange County Blue Star; 1-0; Ventura County Fusion; Buena High School

Date: 7/16/2008
1100; Cincinnati Kings; 0-4; Toronto Lynx; Varsity Centre
1300; New Jersey Rangers; 0-6; Long Island Rough Riders; St. Anthony's High School
1700; Bradenton Academics; 1-0; Palm Beach Pumas; Lauderhill Sports Complex
1800; New Hampshire Phantoms; 0-7; Ottawa Fury; Algonquin College Soccer Complex
1900; Baton Rouge Capitals; 3-2; New Orleans Jesters; Newman School
1900; Reading Rage; 0-1; Rhode Island Stingrays; Rhode Island College
1900; Des Moines Menace; 2-2; St. Louis Lions; Tony Glavin Complex
1900; West Michigan Edge; 0-6; Chicago Fire Premier; Toyota Park
1930; Fort Wayne Fever; 1-2; Indiana Invaders; Indiana Invaders Soccer Complex
1930; Kalamazoo Outrage; 1-2; Michigan Bucks; Ultimate Soccer Arenas
2115; El Paso Patriots; 1-3; Laredo Heat; Texas A&M Intl Univ Soccer Complex

Date: 7/17/2008
1900; Atlanta Silverbacks U23's; 1-4; Cary Clarets; WakeMed Soccer Park
2030; Houston Leones; 1-6; DFW Tornados; Pennington Field
2200; Southern California Seahorses; 2-5; Fresno Fuego; Chukchansi Park
2205; Ventura County Fusion; 2-3; San Fernando Valley Quakes; Pierce College

Date: 7/18/2008
1730; Central Florida Kraze; 1-2; Bradenton Academics; IMG Soccer Academy
1830; Richmond Kickers Future; 2-2; Northern Virginia Royals; Howison Homestead Park Park
1900; Fort Wayne Fever; 0-5; West Virginia Chaos; Schoenbaum Stadium
1930; Springfield Demize; 1-5; Thunder Bay Chill; Chapples Park
1930; Nashville Metros; 0-4; Carolina Dynamo; Macpherson Stadium
1930; Ottawa Fury; 2-1; New Hampshire Phantoms; Southern New Hampshire University
2000; Mississippi Brilla; 3-1; Baton Rouge Capitals; Olympia Stadium
2000; Virginia Legacy; 2-2; Hampton Roads Piranhas; Virginia Wesleyan College
2100; Abbotsford Mariners; 2-5; Ogden Outlaws; Ogden High School
2105; Vancouver Whitecaps Residency; 2-0; BYU Cougars; South Stadium
2200; Bakersfield Brigade; 1-0; San Francisco Seals; University of San Francisco

Date: 7/19/2008
1800; Kansas City Brass; 2-3; St. Louis Lions; Tony Glavin Complex
1900; Cleveland Internationals; 3-3; West Michigan Edge; Kentwood High School
1900; West Virginia Chaos; 1-1; Fort Wayne Fever; Schoenbaum Stadium
1930; Fredericksburg Gunners; 2-3; Brooklyn Knights; Aviator Field
1930; Springfield Demize; 0-2; Thunder Bay Chill; Chapples Park
1930; Ottawa Fury; 0-3; Vermont Voltage; Collins-Perley Sports Complex
1930; Panama City Pirates; 1-0; Palm Beach Pumas; International Polo Club-Wellington
1930; Atlanta Silverbacks U23's; 4-2; Carolina Dynamo; Macpherson Stadium
1930; Colorado Rapids U-23; 1-1; Des Moines Menace; Valley Stadium
1930; Nashville Metros; 1-6; Cary Clarets; WakeMed Soccer Park
2000; Houston Leones; 2-6; Mississippi Brilla; Clinton High School
2000; Westchester Flames; 2-6; Newark Ironbound Express; NJIT Stadium
2030; Laredo Heat; 4-0; New Orleans Jesters; Newman School
2100; Vancouver Whitecaps Residency; 0-1; Ogden Outlaws; Ogden High School
2105; Abbotsford Mariners; 1-1; BYU Cougars; South Stadium
2130; Austin Aztex U23s; 1-3; El Paso Patriots; Patriot Stadium
2200; Lancaster Rattlers; 1-1; Southern California Seahorses; La Mirada HS
2200; Cascade Surge; 5-1; Spokane Spiders; Spokane Falls CC
2205; Yakima Reds; 2-6; Tacoma Tide; Curtis High School
2230; Bakersfield Brigade; 2-4; San Jose Frogs; Lick High School

Date: 7/20/2008
1600; Vermont Voltage; 0-3; Cape Cod Crusaders; Mass Maritime Academy
1600; Michigan Bucks; 3-0; Toronto Lynx; Varsity Centre
1700; Reading Rage; 3-0; Virginia Legacy; James City County Stadium
1700; Colorado Rapids U-23; 1-2; Kansas City Brass; William Jewell College
1730; Fredericksburg Gunners; 3-4; Westchester Flames; City Park Stadium
1730; Panama City Pirates; 1-2; Bradenton Academics; IMG Soccer Academy
1800; DFW Tornados; 2-1; New Orleans Jesters; Newman School
1800; Northern Virginia Royals; 2-4; Long Island Rough Riders; Tully Park
1930; Cleveland Internationals; 3-1; Indiana Invaders; Indiana Invaders Soccer Complex
1930; New Jersey Rangers; 0-2; Ocean City Barons;  
2200; San Jose Frogs; 3-0; San Francisco Seals; University of San Francisco
2205; Fresno Fuego; 1-2; San Fernando Valley Quakes; Calabasas High School
2230; Ventura County Fusion; 2-1; Los Angeles Legends; Citrus College

Date: 7/22/2008
1700; Kalamazoo Outrage; 2-0; Chicago Fire Premier; Toyota Park
1930; Colorado Rapids U-23; 1-3; Thunder Bay Chill; Chapples Park

Date: 7/23/2008
1900; Toronto Lynx; 1-2; Cleveland Internationals; St. Edwards High School

Date: 7/25/2008
1700; Bradenton Academics; 1-2; Austin Aztex U23s; Seminole Soccer Complex
1730; Cape Cod Crusaders; 0-0; Brooklyn Knights; Exeter High School
1930; Laredo Heat; 2-1; Central Florida Kraze; Seminole Soccer Complex
2000; Newark Ironbound Express; 2-4; Reading Rage; Exeter High School

Date: 7/26/2008
1730; Cleveland Internationals; 0-2; Thunder Bay Chill; Ultimate Soccer Arenas
1900; Laredo Heat; 3-1; Austin Aztex U23s; Seminole Soccer Complex
1930; Vancouver Whitecaps Residency; 3-1; San Fernando Valley Quakes; Chukchansi Park
1930; Kalamazoo Outrage; 3-1; Michigan Bucks; Ultimate Soccer Arenas
2230; Tacoma Tide; 3-0; Fresno Fuego; Chukchansi Park

Date: 7/27/2008
1630; Brooklyn Knights; 0-1; Reading Rage; Exeter High School
1900; Kalamazoo Outrage; 0-4; Thunder Bay Chill; Ultimate Soccer Arenas
2200; Vancouver Whitecaps Residency; 4-1; Tacoma Tide; Chukchansi Park


Date: 8/2/2008
1900; Vancouver Whitecaps Residency; 1-2; Thunder Bay Chill; Chapples Park
2115; Reading Rage; 0-2; Laredo Heat; Texas A&M Intl Univ Soccer Complex

Date: 8/9/2008
2100; Thunder Bay Chill; 1-1; Laredo Heat; Texas A&M Intl Univ Soccer Complex

Season: 2007

Date: 4/28/2007
2200; Fresno Fuego; 0-3; Bakersfield Brigade; Bakersfield Christian HS
2200; Ventura County Fusion; 2-1; Lancaster Rattlers; Buena High School

Date: 5/4/2007
1730; Central Florida Kraze; 4-2; Bradenton Academics; IMG Soccer Academy
2200; Los Angeles Legends; 0-5; San Fernando Valley Quakes; Granada Hills High School
2200; Austin Lightning; 0-1; El Paso Patriots; Patriot Stadium

Date: 5/5/2007
1800; New Orleans Shell Shockers; 1-1; Mississippi Brilla; Robert P. Longabaugh Stadium
1800; Springfield Demize; 2-3; St. Louis Lions; Tony Glavin Complex
2105; Baton Rouge Capitals; 0-3; Laredo Heat; UISD - Student Activity Center
2200; Orange County Blue Star; 0-1; Bakersfield Brigade; Bakersfield Christian HS
2200; Austin Lightning; 2-1; El Paso Patriots; Patriot Stadium

Date: 5/6/2007
1500; Palm Beach Pumas; 2-4; Nashville Metros; Ezell Park Stadium
1700; Fresno Fuego; 2-0; Southern California Seahorses; La Mirada HS
1800; San Fernando Valley Quakes; 0-2; Ventura County Fusion; Buena High School
1800; Lancaster Rattlers; 0-1; San Jose Frogs; PAL San Jose

Date: 5/10/2007
1900; Northern Virginia Royals; 3-3; Richmond Kickers Future; Sports Backers Stadium
1900; Nashville Metros; 1-1; Cary RailHawks U23's; WRAL Soccer Center Complex
2200; San Fernando Valley Quakes; 5-2; Lancaster Rattlers; Palmdale High School

Date: 5/11/2007
1730; Cocoa Expos; 0-4; Bradenton Academics; IMG Soccer Academy
1800; DFW Tornados; 1-2; Mississippi Brilla; Robert P. Longabaugh Stadium
1900; West Virginia Chaos; 0-2; Hampton Roads Piranhas; Virginia Beach Sportsplex
2105; El Paso Patriots; 2-1; Laredo Heat; UISD - Student Activity Center
2205; Tacoma Tide; 0-0; Yakima Reds; Marquette Stadium
2230; Los Angeles Legends; 1-2; Fresno Fuego; Chukchansi Park

Date: 5/12/2007
1300; Cary RailHawks U23's; 1-2; Atlanta Silverbacks U23's; RE/MAX Greater Atlanta Stadium
1600; West Michigan Edge; 3-0; Toronto Lynx; Centennial Stadium
1800; Ocean City Barons; 1-0; Delaware Dynasty; Kirkwood Soccer Complex
1900; West Virginia Chaos; 0-2; Virginia Legacy; Albert/Daly Stadium
1900; Albany Admirals; 1-4; Cape Cod Crusaders; Barnstable High School
1930; Vermont Voltage; 0-5; Brooklyn Knights; Aviator Field
1930; Nashville Metros; 0-3; Carolina Dynamo; Macpherson Stadium
2000; Rhode Island Stingrays; 0-1; Long Island Rough Riders; Michael Tully Field
2000; DFW Tornados; 2-0; Baton Rouge Capitals; Olympia Stadium
2030; New Orleans Shell Shockers; 1-3; Austin Lightning; Burger Center
2030; Colorado Rapids U-23; 1-3; Springfield Demize; Cooper Sports Complex
2030; Sioux Falls SpitFire; 0-5; Des Moines Menace; Waukee High School Stadium
2105; El Paso Patriots; 0-1; Laredo Heat; UISD - Student Activity Center
2200; Ventura County Fusion; 2-1; Bakersfield Brigade; Bakersfield Christian HS
2200; Orange County Blue Star; 1-1; San Fernando Valley Quakes; Granada Hills High School
2205; Cascade Surge; 1-2; Yakima Reds; Marquette Stadium
2205; Tacoma Tide; 2-3; Spokane Spiders; Spokane Falls CC
2230; Southern California Seahorses; 1-2; San Jose Frogs; PAL San Jose
2230; San Francisco Seals; 2-1; Lancaster Rattlers; Palmdale High School

Date: 5/13/2007
1600; West Michigan Edge; 0-0; Toronto Lynx; Centennial Stadium
1700; Palm Beach Pumas; 2-3; Central Florida Kraze; Seminole Soccer Complex
1705; Cascade Surge; 1-2; Spokane Spiders; Spokane Falls CC
1800; Ventura County Fusion; 1-2; San Jose Frogs; PAL San Jose
1800; Colorado Rapids U-23; 1-3; St. Louis Lions; Tony Glavin Complex
1800; Northern Virginia Royals; 0-4; Hampton Roads Piranhas; Virginia Beach Sportsplex
1900; San Francisco Seals; 2-5; Fresno Fuego; Chukchansi Park

Date: 5/14/2007
1900; Indiana Invaders; 2-1; Fort Wayne Fever; Hefner Stadium

Date: 5/16/2007
1700; Indiana Invaders; 1-1; Chicago Fire Premier; Toyota Park
1830; Michigan Bucks; 4-0; West Michigan Edge; Cornerstone College
1900; Rhode Island Stingrays; 0-4; Cape Cod Crusaders; Barnstable High School
1930; Virginia Legacy; 1-2; Reading Rage; Exeter High School
2000; Des Moines Menace; 1-3; Kansas City Brass; William Jewell College

Date: 5/17/2007
1730; Carolina Dynamo; 2-1; Bradenton Academics; IMG Soccer Academy
2305; BYU Cougars; 2-1; Cascade Surge; McCulloch Stadium (WU)

Date: 5/18/2007
1700; Bradenton Academics; 3-0; Palm Beach Pumas; International Polo Club-Wellington
1800; Delaware Dynasty; 0-1; Fredericksburg Gunners; Fredericksburg Academy
1930; Brooklyn Knights; 1-0; Albany Admirals; Union College
2000; Westchester Flames; 0-1; Long Island Rough Riders; Belson Stadium (St. John's University)
2000; Richmond Kickers Future; 1-0; West Virginia Chaos; Schoenbaum Stadium
2000; Cleveland Internationals; 0-2; Michigan Bucks; Troy Athens High School
2030; Laredo Heat; 0-0; New Orleans Shell Shockers; Muss Bertolino Stadium
2030; Austin Lightning; 0-1; DFW Tornados; Pennington Field
2200; Mississippi Brilla; 0-2; El Paso Patriots; Patriot Stadium
2205; Ogden Outlaws; 0-1; Tacoma Tide; Curtis High School
2230; Fresno Fuego; 2-3; Ventura County Fusion; Newberry Park High School
2230; Bakersfield Brigade; 5-1; Lancaster Rattlers; Palmdale High School

Date: 5/19/2007
1730; Cape Cod Crusaders; 0-0; Westchester Flames; City Park Stadium
1900; Carolina Dynamo; 2-0; Central Florida Kraze; Seminole Soccer Complex
1930; Delaware Dynasty; 0-1; Northern Virginia Royals; Garfield High School
1930; Cary RailHawks U23's; 0-0; Cocoa Expos; Merritt Island Stadium
1930; Vermont Voltage; 0-4; Rhode Island Stingrays; Pierce Memorial
1930; Ocean City Barons; 3-1; West Virginia Chaos; Schoenbaum Stadium
2000; San Jose Frogs; 1-2; Los Angeles Legends; Azusa Pacific University
2000; Atlanta Silverbacks U23's; 1-1; Nashville Metros; Ezell Park Stadium
2030; Baton Rouge Capitals; 0-3; New Orleans Shell Shockers; Muss Bertolino Stadium
2030; Springfield Demize; 0-2; Sioux Falls SpitFire; O'Gorman HS - McEneaney Field
2030; St. Louis Lions; 1-0; Des Moines Menace; Waukee High School Stadium
2200; San Fernando Valley Quakes; 4-3; Southern California Seahorses; La Mirada HS
2200; Mississippi Brilla; 0-0; El Paso Patriots; Patriot Stadium
2205; BYU Cougars; 0-2; Tacoma Tide; Curtis High School
2305; Ogden Outlaws; 0-1; Cascade Surge; McCulloch Stadium (WU)

Date: 5/20/2007
1500; Kansas City Brass; 2-1; Sioux Falls SpitFire; O'Gorman HS - McEneaney Field
1630; Fort Wayne Fever; 0-2; Chicago Fire Premier; Marist High School
1700; Long Island Rough Riders; 3-1; Brooklyn Knights; Aviator Field
1700; San Jose Frogs; 2-1; Orange County Blue Star; Concordia University
1700; Hampton Roads Piranhas; 0-0; Reading Rage; Exeter High School
1700; Fredericksburg Gunners; 7-0; Northern Virginia Royals; Garfield High School
1700; Cary RailHawks U23's; 1-0; Palm Beach Pumas; International Polo Club-Wellington
1900; Lancaster Rattlers; 2-1; San Francisco Seals; University of San Francisco

Date: 5/21/2007
1500; BYU Cougars; 2-0; Abbotsford Mariners; Bateman Park

Date: 5/22/2007
1930; Cleveland Internationals; 0-2; Indiana Invaders; Indiana Invaders Soccer Complex
1930; Reading Rage; 0-5; Ocean City Barons; Ocean City - Carey Stadium

Date: 5/23/2007
1830; Chicago Fire Premier; 1-0; West Michigan Edge; Cornerstone College
1900; Carolina Dynamo; 1-2; Cary RailHawks U23's; SAS Stadium
2030; Southern California Seahorses; 1-0; Orange County Blue Star; Concordia University

Date: 5/24/2007
1955; Bradenton Academics; 1-3; Atlanta Silverbacks U23's; RE/MAX Greater Atlanta Stadium
2030; St. Louis Lions; 2-3; Springfield Demize; Cooper Sports Complex
2100; Des Moines Menace; 2-3; Colorado Rapids U-23; Boulder High School
2230; San Fernando Valley Quakes; 2-3; Fresno Fuego; Chukchansi Park

Date: 5/25/2007
1100; Chicago Fire Premier; 2-2; Toronto Lynx; Centennial Stadium
1700; Central Florida Kraze; 4-0; Cocoa Expos; Cocoa Municipal Stadium
1930; Cape Cod Crusaders; 1-1; Vermont Voltage; Collins-Perley Sports Complex
1930; Richmond Kickers Future; 0-1; Ocean City Barons; Ocean City - Carey Stadium
1930; Fort Wayne Fever; 2-1; Cleveland Internationals; St. Edwards High School
1930; Westchester Flames; 1-2; Albany Admirals; Union College
2030; Laredo Heat; 1-1; Austin Lightning; Burger Center
2030; El Paso Patriots; 2-2; DFW Tornados; Pennington Field
2100; Spokane Spiders; 0-2; Ogden Outlaws; Ogden High School
2130; Yakima Reds; 0-1; BYU Cougars; South Stadium
2200; Lancaster Rattlers; 1-3; Los Angeles Legends; Citrus College
2205; Abbotsford Mariners; 2-2; Cascade Surge; McCulloch Stadium (WU)

Date: 5/26/2007
1700; Cocoa Expos; 0-3; Palm Beach Pumas; International Polo Club-Wellington
1730; Brooklyn Knights; 1-1; Westchester Flames; City Park Stadium
1800; Cape Cod Crusaders; 1-1; Ottawa Fury; Keith Harris Stadium
1830; Chicago Fire Premier; 0-4; Michigan Bucks; Independence Park
1900; Hampton Roads Piranhas; 3-0; Virginia Legacy; Albert/Daly Stadium
1900; Des Moines Menace; 2-2; Colorado Rapids U-23; Pleasant View Field
1930; Long Island Rough Riders; 1-0; Vermont Voltage; Collins-Perley Sports Complex
1930; Atlanta Silverbacks U23's; 0-0; Carolina Dynamo; Macpherson Stadium
1930; Albany Admirals; 1-0; Rhode Island Stingrays; Pierce Memorial
2000; Mississippi Brilla; 0-1; Baton Rouge Capitals; Olympia Stadium
2000; Springfield Demize; 0-1; Kansas City Brass; William Jewell College
2030; El Paso Patriots; 0-2; Austin Lightning; Burger Center
2100; Yakima Reds; 1-0; Ogden Outlaws; Ogden High School
2130; Spokane Spiders; 1-3; BYU Cougars; South Stadium
2200; San Francisco Seals; 2-1; Southern California Seahorses; La Mirada HS
2230; Bakersfield Brigade; 0-1; San Jose Frogs; PAL San Jose

Date: 5/27/2007
1300; Atlanta Silverbacks U23's; 0-4; Cary RailHawks U23's; SAS Stadium
1400; Northern Virginia Royals; 1-3; West Virginia Chaos; Schoenbaum Stadium
1500; Cascade Surge; 0-3; Abbotsford Mariners; Bateman Park
1700; West Michigan Edge; 4-1; Cleveland Internationals; St. Edwards High School
1800; Reading Rage; 1-1; Fredericksburg Gunners; Fredericksburg Academy
1800; Lancaster Rattlers; 1-2; San Fernando Valley Quakes; Granada Hills High School
1800; Long Island Rough Riders; 2-3; Ottawa Fury; Keith Harris Stadium
1800; Virginia Legacy; 2-1; Delaware Dynasty; Kirkwood Soccer Complex
1800; Kansas City Brass; 3-1; St. Louis Lions; Tony Glavin Complex
2030; Laredo Heat; 2-0; DFW Tornados; Pennington Field

Date: 5/28/2007
1530; Fredericksburg Gunners; 1-3; Richmond Kickers Future; Sports Backers Stadium
1600; Sioux Falls SpitFire; 1-2; Colorado Rapids U-23; Pleasant View Field
1600; Bakersfield Brigade; 1-2; San Francisco Seals; University of San Francisco
1700; West Michigan Edge; 2-3; Fort Wayne Fever; Hefner Stadium
1930; Michigan Bucks; 3-3; Indiana Invaders; Indiana Invaders Soccer Complex

Date: 5/30/2007
