1	Michael Boxall	Vancouver Whitecaps FC
2	Spencer Thompson	Portland Timbers
3	Dan Keat	Los Angeles Galaxy
4	Jimmy Maurer	New York Red Bulls
5	Ryan Richter	Philadelphia Union
6	Hunter Christensen	New England Revolution
7	Evan Newton	Houston Dynamo
8	J. C. Banks	Toronto FC
9	Amani Walker	Chicago Fire
10	Sam Scales	Sporting Kansas City
11	Josh Ford	Seattle Sounders FC
12	Robby Lynch	Portland Timbers
13	Steven Beattie	Toronto FC
14	Jeff Attinella	Real Salt Lake
15	Alexis Pradié	FC Dallas
16	Ryan Thomas	Los Angeles Galaxy
17	Paul Ogunyemi	FC Dallas
18	Brayan Martinez	FC Dallas
19	Joe Anderson	Vancouver Whitecaps FC
20	Raymundo Reza	Portland Timbers
21	Blake Brettschneider	D.C. United
22	Ernesto Carranza	Chivas USA
23	Josh Walburn	Philadelphia Union
24	Fernando Cabadas	New England Revolution
25	Sergio Castillo	Houston Dynamo
26	Spencer Thompson	Toronto FC
27	Yannick Salmon	Chicago Fire
28	Mike Jones	Sporting Kansas City
29	Corey Attaway	Seattle Sounders FC
30	Ben Sippola	Columbus Crew
31	Teddy Schneider	New York Red Bulls
32	Drew Cost	Real Salt Lake
33	Phil Tuttle	San Jose Earthquakes
34	Dustin McCarty	Los Angeles Galaxy
35	Kekoa Osorio	FC Dallas
36	Phil Bannister	Colorado Rapids
37	Santiago Bedoya	Vancouver Whitecaps FC
38	Taylor Mueller	Portland Timbers
39	PASS	D.C. United
40	Curtis Ushedo	Chivas USA
41	Matthew Marcin	Philadelphia Union
42	Andrew Sousa	New England Revolution
43	PASS	Houston Dynamo
44	Scott Rojo	Toronto FC
45	Sam Arthur	Chicago Fire
46	Michal Mravec	Sporting Kansas City
47	Sean Morris	Seattle Sounders FC
48	Andy Adlard	Columbus Crew
49	PASS	New York Red Bulls
50	Nick Love	Real Salt Lake
51	Victor Cortez	San Jose Earthquakes
52	Zach Johnson	Los Angeles Galaxy
53	Craig Hill	FC Dallas
54	Javed Mohammed	Colorado Rapids
