1	Arturo Torres (M)	C.D. Chivas USA
2	Andy Williams (M)	Real Salt Lake
3	Orlando Perez (D)	C.D. Chivas USA
4	D.J. Countess (GK)	Real Salt Lake
5	Ezra Hendrickson (D)	C.D. Chivas USA
6	Pablo Brenes (M)	Real Salt Lake
7	Francisco Gomez (M)	C.D. Chivas USA
8	Brian Kamler (M)	Real Salt Lake
9	Antonio de la Torre (D)	C.D. Chivas USA
10	Nelson Akwari (D)	Real Salt Lake
11	Matt Taylor (F)	C.D. Chivas USA
12	Chris Brown (M)	Real Salt Lake
13	Craig Ziadie (D)	C.D. Chivas USA
14	Matt Behncke (D)	Real Salt Lake
15	Jamil Walker (M)	C.D. Chivas USA
16	Rusty Pierce (D)	Real Salt Lake
17	Thiago Martins (F)	C.D. Chivas USA
18	Kevin Ara (M)	Real Salt Lake
19	Jeff Stewart (D)	C.D. Chivas USA
20	Erick Scott (F)	Real Salt Lake
