Date	Home-Team	Away-Team	For	Against	Attendance	Competition	Comp	Comments	Referee	Awarded	Round	Period	
3/15/2011	Seattle Sounders	Los Angeles Galaxy	0	1	36,443	League Game	LGE		Prus, Alex	As Scored	0	0	
3/19/2011	CD Chivas USA	Sporting Kansas City	2	3	18,122	League Game	LGE			As Scored	0	0	
3/19/2011	Colorado Rapids	Portland Timbers	3	1	17,139	League Game	LGE			As Scored	0	0	
3/19/2011	D.C. United	Columbus Crew	3	1	18,132	League Game	LGE			As Scored	0	0	
3/19/2011	FC Dallas 96	Chicago Fire	1	1	20,145	League Game	LGE			As Scored	0	0	
3/19/2011	Houston Dynamo	Philadephia Union	0	1	19,385	League Game	LGE			As Scored	0	0	
3/19/2011	New York Red Bulls	Seattle Sounders	1	0	20,982	League Game	LGE			As Scored	0	0	
3/19/2011	San Jose Earthquakes	Real Salt Lake	0	1	10,525	League Game	LGE			As Scored	0	0	
3/19/2011	Vancouver Whitecaps	Toronto FC	4	2	22,592	League Game	LGE			As Scored	0	0	
3/20/2011	Los Angeles Galaxy	New England Revolution	1	1	27,000	League Game	LGE			As Scored	0	0	
3/25/2011	Seattle Sounders	Houston Dynamo	1	1	36,204	League Game	LGE			As Scored	0	0	
3/26/2011	CD Chivas USA	Colorado Rapids	0	1	13,027	League Game	LGE			As Scored	0	0	
3/26/2011	Chicago Fire	Sporting Kansas City	3	2	12,157	League Game	LGE			As Scored	0	0	
3/26/2011	Columbus Crew	New York Red Bulls	0	0	10,306	League Game	LGE			As Scored	0	0	
3/26/2011	FC Dallas 96	San Jose Earthquakes	0	2	11,022	League Game	LGE			As Scored	0	0	
3/26/2011	New England Revolution	D.C. United	2	1	12,914	League Game	LGE			As Scored	0	0	
3/26/2011	Philadephia Union	Vancouver Whitecaps	1	0	18,591	League Game	LGE			As Scored	0	0	
3/26/2011	Real Salt Lake	Los Angeles Galaxy	4	1	20,507	League Game	LGE			As Scored	0	0	
3/26/2011	Toronto FC	Portland Timbers	2	0	20,086	League Game	LGE			As Scored	0	0	
4/1/2011	Columbus Crew	FC Dallas 96	2	0	14,549	League Game	LGE		Marrufo, Jair	As Scored	0	0	
4/2/2011	Los Angeles Galaxy	Philadephia Union	1	0	24,998	League Game	LGE		Ward, Paul	As Scored	0	0	
4/2/2011	New England Revolution	Portland Timbers	1	1	7,114	League Game	LGE		Vaughn, Terry	As Scored	0	0	
4/2/2011	New York Red Bulls	Houston Dynamo	1	1	13,664	League Game	LGE		Salazar, Ricardo	As Scored	0	0	
4/2/2011	Richmond Kickers	Orlando City	2	0	1,650	League Game	LGE		Gorak, Mark	As Scored	0	0	
4/2/2011	San Jose Earthquakes	Seattle Sounders	2	2	10,276	League Game	LGE		Jurisevic, Edvin	As Scored	0	0	
4/2/2011	Sevilla FC Puerto Rico	River Plate Puerto Rico	2	2	315	League Game	LGE		Santos, Javier	As Scored	0	0	
4/2/2011	Toronto FC	CD Chivas USA	1	1	18,968	League Game	LGE		Toledo, Baldomero	As Scored	0	0	
4/2/2011	Vancouver Whitecaps	Sporting Kansas City	3	3	20,518	League Game	LGE		Petrescu, Silviu	As Scored	0	0	
4/3/2011	Colorado Rapids	D.C. United	4	1	9,857	League Game	LGE		Bazakos, Elias	As Scored	0	0	
4/6/2011	Vancouver Whitecaps	New England Revolution	1	1	19,396	League Game	LGE		Toledo, Baldomero	As Scored	0	0	
4/8/2011	FC Dallas 96	Colorado Rapids	3	0	12,261	League Game	LGE		Ward, Paul	As Scored	0	0	
4/9/2011	Atlanta Silverbacks	NSC Minnesota Stars	1	2	3,543	League Game	LGE			As Scored	0	0	
4/9/2011	Carolina RailHawks	Puerto Rico Islanders	1	2	2,106	League Game	LGE			As Scored	0	0	
4/9/2011	CD Chivas USA	Columbus Crew	0	0	13,385	League Game	LGE		Reyes, Yader	As Scored	0	0	
4/9/2011	Charleston Battery	Charlotte Eagles	1	0	4,083	League Game	LGE		Banning, Sky Arthur	As Scored	0	0	
4/9/2011	D.C. United	Los Angeles Galaxy	1	1	26,622	League Game	LGE		Okulaja, Abiodun	As Scored	0	0	
4/9/2011	Ft. Lauderdale Strikers	FC Edmonton	1	2	6,402	League Game	LGE	6402		As Scored	0	0	
4/9/2011	New England Revolution	Real Salt Lake	0	2	7,970	League Game	LGE		Anno, Jasen	As Scored	0	0	
4/9/2011	Orlando City	FC New York	3	0	7,933	League Game	LGE		Iturriaga, Fernando	As Scored	0	0	
4/9/2011	Philadephia Union	New York Red Bulls	1	0	19,027	League Game	LGE		Prus, Alex	As Scored	0	0	
4/9/2011	Richmond Kickers	Pittsburgh Riverhounds	2	1	1,385	League Game	LGE		Andrews, Mike	As Scored	0	0	
4/9/2011	San Jose Earthquakes	Toronto FC	1	1	8,928	League Game	LGE		Hernandez, Ramon	As Scored	0	0	
4/9/2011	Seattle Sounders	Chicago Fire	2	1	36,223	League Game	LGE		Grajeda, Hilario	As Scored	0	0	
4/9/2011	Tampa Bay Rowdies	Montreal Impact	1	0	4,161	League Game	LGE			As Scored	0	0	
4/10/2011	Houston Dynamo	Vancouver Whitecaps	3	1	12,047	League Game	LGE		Marrufo, Jair	As Scored	0	0	
4/10/2011	Puerto Rico United	Sevilla FC Puerto Rico	1	1	105	League Game	LGE		Perez, Juan	As Scored	0	0	
4/13/2011	Real Salt Lake	Colorado Rapids	1	0	15,513	League Game	LGE		Toledo, Baldomero	As Scored	0	0	
4/13/2011	Toronto FC	Los Angeles Galaxy	0	0	22,453	League Game	LGE		Vaughn, Terry	As Scored	0	0	
4/14/2011	Portland Timbers	Chicago Fire	4	2	18,627	League Game	LGE		Salazar, Ricardo	As Scored	0	0	
4/15/2011	Ft. Lauderdale Strikers	NSC Minnesota Stars	1	1	4,442	League Game	LGE	4442		As Scored	0	0	
4/15/2011	Richmond Kickers	Rochester Rhinos	1	0	2,049	League Game	LGE		Fitch, Shawn	As Scored	0	0	
4/15/2011	Sevilla FC Puerto Rico	Los Angeles Blues	0	3	100	League Game	LGE			As Scored	0	0	
4/16/2011	Atlanta Silverbacks	FC Edmonton	0	1	3,161	League Game	LGE	3161		As Scored	0	0	
4/16/2011	Carolina RailHawks	Montreal Impact	2	1	1,219	League Game	LGE			As Scored	0	0	
4/16/2011	Charlotte Eagles	Orlando City	0	1	854	League Game	LGE		Agbeko, Justus	As Scored	0	0	
4/16/2011	Columbus Crew	Sporting Kansas City	1	0	7,695	League Game	LGE		Guzman, Juan	As Scored	0	0	
4/16/2011	Dayton Dutch Lions	Charleston Battery	1	2	1,044	League Game	LGE		Maier, Britton	As Scored	0	0	
4/16/2011	New York Red Bulls	San Jose Earthquakes	3	0	14,308	League Game	LGE		Penso, Chris	As Scored	0	0	
4/16/2011	Philadephia Union	Seattle Sounders	1	1	15,149	League Game	LGE		Vaughn, Terry	As Scored	0	0	
4/16/2011	Toronto FC	D.C. United	0	3	16,313	League Game	LGE		Kadlecik, Mark	As Scored	0	0	
4/16/2011	Vancouver Whitecaps	CD Chivas USA	0	0	20,809	League Game	LGE		Gonzalez, Jorge	As Scored	0	0	
4/16/2011	Wilmington Hammerheads	Rochester Rhinos	1	0	1,924	League Game	LGE		Burak, Daniel	As Scored	0	0	
4/17/2011	Antigua Barracuda FC	Los Angeles Blues	1	2	6,000	League Game	LGE		Willett, Brian	As Scored	0	0	
4/17/2011	Chicago Fire	Los Angeles Galaxy	1	2	18,203	League Game	LGE		Bratsis, Niko	As Scored	0	0	
4/17/2011	Houston Dynamo	New England Revolution	1	0	15,176	League Game	LGE		Prus, Alex	As Scored	0	0	
4/17/2011	Portland Timbers	FC Dallas 96	3	2	18,627	League Game	LGE		Geiger, Mark	As Scored	0	0	
4/17/2011	Tampa Bay Rowdies	Puerto Rico Islanders	0	2	2,913	League Game	LGE			As Scored	0	0	
4/20/2011	Carolina RailHawks	FC Edmonton	2	0	1,181	League Game	LGE			As Scored	0	0	
4/20/2011	Puerto Rico United	Los Angeles Blues	2	4	102	League Game	LGE		Lebron, Jesus	As Scored	0	0	
4/21/2011	Antigua Barracuda FC	Sevilla FC Puerto Rico	0	1	100	League Game	LGE		Charles, Curtis	As Scored	0	0	
4/21/2011	D.C. United	New York Red Bulls	0	4	18,052	League Game	LGE		Gonzalez, Jorge	As Scored	0	0	
4/22/2011	Colorado Rapids	Seattle Sounders	0	1	14,185	League Game	LGE		Petrescu, Silviu	As Scored	0	0	
4/22/2011	Orlando City	Puerto Rico United	2	2	7,279	League Game	LGE		Joyner, Robert	As Scored	0	0	
4/23/2011	Antigua Barracuda FC	Sevilla FC Puerto Rico	3	2	100	League Game	LGE		Walsh, Audwin	As Scored	0	0	
4/23/2011	Atlanta Silverbacks	Ft. Lauderdale Strikers	1	2	3,327	League Game	LGE			As Scored	0	0	
4/23/2011	Charlotte Eagles	FC New York	0	0	1,076	League Game	LGE		Burak, Daniel	As Scored	0	0	
4/23/2011	Chicago Fire	Houston Dynamo	1	1	12,473	League Game	LGE		Geiger, Mark	As Scored	0	0	
4/23/2011	Dayton Dutch Lions	Rochester Rhinos	2	3	625	League Game	LGE		Basu, Sandio	As Scored	0	0	
4/23/2011	Los Angeles Galaxy	Portland Timbers	3	0	23,719	League Game	LGE		Hernandez, Ramon	As Scored	0	0	
4/23/2011	Montreal Impact	Tampa Bay Rowdies	0	0	12,060	League Game	LGE		Fischer, Drew	As Scored	0	0	
4/23/2011	New England Revolution	Sporting Kansas City	3	2	11,414	League Game	LGE		Jurisevic, Edvin	As Scored	0	0	
4/23/2011	Pittsburgh Riverhounds	Harrisburg City Islanders	1	0	1,004	League Game	LGE		Stoica, Sorin	As Scored	0	0	
4/23/2011	Richmond Kickers	Charleston Battery	2	1	1,833	League Game	LGE		Papperman, Shaun	As Scored	0	0	
4/23/2011	River Plate Puerto Rico	Los Angeles Blues	1	1	128	League Game	LGE		Perez, Juan	As Scored	0	0	
4/23/2011	San Jose Earthquakes	CD Chivas USA	1	2	10,525	League Game	LGE		Marrufo, Jair	As Scored	0	0	
4/23/2011	Toronto FC	Columbus Crew	1	1	20,145	League Game	LGE		Gantar, David	As Scored	0	0	
4/23/2011	Vancouver Whitecaps	FC Dallas 96	1	2	21,000	League Game	LGE		Guzman, Juan	As Scored	0	0	
4/26/2011	Puerto Rico Islanders	NSC Minnesota Stars	3	1	2,682	League Game	LGE			As Scored	0	0	
4/27/2011	Puerto Rico United	Antigua Barracuda FC	0	7	100	League Game	LGE			As Scored	0	0	
4/29/2011	Charlotte Eagles	Charleston Battery	1	2	938	League Game	LGE		Marion, Brandon	As Scored	0	0	
4/29/2011	Houston Dynamo	D.C. United	4	1	20,577	League Game	LGE		Anno, Jasen	As Scored	0	0	
4/29/2011	Puerto Rico Islanders	Ft. Lauderdale Strikers	2	2	2,692	League Game	LGE			As Scored	0	0	
4/29/2011	River Plate Puerto Rico	Antigua Barracuda FC	0	1	127	League Game	LGE		Lebron, Jesus	As Scored	0	0	
4/29/2011	Sevilla FC Puerto Rico	Puerto Rico United	2	3	101	League Game	LGE		Anderson, William	As Scored	0	0	
4/29/2011	Wilmington Hammerheads	Pittsburgh Riverhounds	3	1	2,984	League Game	LGE		Agbeko, Justus	As Scored	0	0	
