Date	Home-Team	Away-Team	For	Against	Attendance	Competition	Comp	Comments	Referee	Awarded	Round	Period	
5/14/2005	New Orleans Shell Shockers	Memphis Express	2	1	1,000	League Game	LGE			As Scored	0	0	
5/14/2005	Rhode Island Stingrays	Brooklyn Knights	2	2	550	League Game	LGE			As Scored	0	0	
5/14/2005	Seattle Sounders	Charleston Battery	1	0	2,007	League Game	LGE			As Scored	0	0	
5/14/2005	Southern California Seahorses	BYU Cougars	2	1	360	League Game	LGE			As Scored	0	0	
5/14/2005	Spokane Shadow	Cascade Surge	3	4	679	League Game	LGE			As Scored	0	0	
5/14/2005	Springfield Storm	Colorado Springs Blizzard	3	0	10	League Game	LGE			As Scored	0	0	
5/14/2005	West Virginia Chaos	Richmond Kickers Future	0	3	200	League Game	LGE			As Scored	0	0	
5/14/2005	Westchester Flames	Ocean City Barons	2	6	210	League Game	LGE			As Scored	0	0	
5/14/2005	Wilmington Hammerheads	Long Island Rough Riders	2	1	3,104	League Game	LGE			As Scored	0	0	
5/14/2005	Yakima Reds	Abbotsford Rangers	2	1	434	League Game	LGE			As Scored	0	0	
5/15/2005	Albany Admirals	Ocean City Barons	1	0	75	League Game	LGE			As Scored	0	0	
5/15/2005	Atlanta Silverbacks	Richmond Kickers	1	2	1,812	League Game	LGE			As Scored	0	0	
5/15/2005	Bradenton Academics	Cocoa Expos	0	1	100	League Game	LGE			As Scored	0	0	
5/15/2005	Chicago Fire Premier	Indiana Invaders	2	1	275	League Game	LGE			As Scored	0	0	
5/15/2005	Fresno Fuego	San Diego Gauchos	4	2	279	League Game	LGE			As Scored	0	0	
5/15/2005	Kansas City Brass	Boulder Rapids Reserve	0	3	112	League Game	LGE			As Scored	0	0	
5/15/2005	Michigan Bucks	Kalamazoo Kingdom	3	1	491	League Game	LGE			As Scored	0	0	
5/15/2005	Puerto Rico Islanders	Rochester Rhinos	2	1	10	League Game	LGE			As Scored	0	0	
5/15/2005	Toronto Lynx	Montreal Impact	0	1	3,553	League Game	LGE			As Scored	0	0	
5/15/2005	Vancouver Whitecaps	Charleston Battery	4	0	4,296	League Game	LGE			As Scored	0	0	
5/17/2005	Ft. Wayne Fever	Toledo Slayers	5	2	455	League Game	LGE			As Scored	0	0	
5/18/2005	Raleigh CASL Elite	Williamsburg Legacy	1	1	316	League Game	LGE			As Scored	0	0	
5/18/2005	Westchester Flames	Brooklyn Knights	1	2	50	League Game	LGE			As Scored	0	0	
5/20/2005	BYU Cougars	Bakersfield Brigade	1	1	350	League Game	LGE			As Scored	0	0	
5/20/2005	Central Florida Kraze	Bradenton Academics	1	0	275	League Game	LGE			As Scored	0	0	
5/20/2005	Kalamazoo Kingdom	Ft. Wayne Fever	1	3	1,757	League Game	LGE			As Scored	0	0	
5/20/2005	New Orleans Shell Shockers	Augusta Fireball United	0	1	400	League Game	LGE			As Scored	0	0	
5/20/2005	Reading Rage	Vermont Voltage	1	2	521	League Game	LGE			As Scored	0	0	
5/20/2005	Virginia Beach Mariners	Minnesota Thunder	2	2	522	League Game	LGE			As Scored	0	0	
5/20/2005	West Michigan Edge	Cleveland Internationals	2	4	323	League Game	LGE			As Scored	0	0	
5/20/2005	Yakima Reds	Nevada Wonders	4	1	10	League Game	LGE			As Scored	0	0	
5/21/2005	Abbotsford Rangers	Spokane Shadow	2	4	147	League Game	LGE			As Scored	0	0	
5/21/2005	Austin Lighting	DFW Tornados	3	1	287	League Game	LGE			As Scored	0	0	
5/21/2005	BYU Cougars	Orange County Blue Star	1	2	345	League Game	LGE			As Scored	0	0	
5/21/2005	Cascade Surge	Nevada Wonders	4	0	223	League Game	LGE			As Scored	0	0	
5/21/2005	Chicago Fire Premier	Toledo Slayers	1	1	275	League Game	LGE			As Scored	0	0	
5/21/2005	Des Moines Menace	Kansas City Brass	5	1	4,344	League Game	LGE			As Scored	0	0	
5/21/2005	Harrisburg City Islanders	Northern Virginia Royals	3	0	1,124	League Game	LGE			As Scored	0	0	
5/21/2005	Laredo Heat	El Paso Patriots	1	2	450	League Game	LGE			As Scored	0	0	
5/21/2005	Long Island Rough Riders	Cincinnati Kings	2	1	2,590	League Game	LGE			As Scored	0	0	
5/21/2005	New Orleans Shell Shockers	Nashville Metros	2	5	100	League Game	LGE			As Scored	0	0	
5/21/2005	Ocean City Barons	Vermont Voltage	3	1	527	League Game	LGE			As Scored	0	0	
5/21/2005	Palm Beach Pumas	Ajax Orlando Prospects	1	2	10	League Game	LGE			As Scored	0	0	
5/21/2005	Rhode Island Stingrays	Westchester Flames	5	1	700	League Game	LGE			As Scored	0	0	
5/21/2005	Richmond Kickers	Minnesota Thunder	3	1	3,812	League Game	LGE			As Scored	0	0	
5/21/2005	Richmond Kickers Future	Williamsburg Legacy	2	0	112	League Game	LGE			As Scored	0	0	
5/21/2005	Rochester Rhinos	Montreal Impact	1	2	9,022	League Game	LGE			As Scored	0	0	
5/21/2005	Seattle Sounders	Atlanta Silverbacks	0	0	1,381	League Game	LGE			As Scored	0	0	
5/21/2005	Sioux Falls SpitFire	Springfield Storm	4	0	1,371	League Game	LGE			As Scored	0	0	
5/21/2005	Southern California Seahorses	California Gold	3	0	304	League Game	LGE			As Scored	0	0	
5/21/2005	West Virginia Chaos	Carolina Dynamo	0	4	650	League Game	LGE			As Scored	0	0	
5/21/2005	Western Mass Pioneers	New Hampshire Phantoms	3	1	1,012	League Game	LGE			As Scored	0	0	
5/21/2005	Wilmington Hammerheads	Charlotte Eagles	2	0	3,374	League Game	LGE			As Scored	0	0	
5/21/2005	Yakima Reds	Fresno Fuego	1	1	355	League Game	LGE			As Scored	0	0	
5/22/2005	Brooklyn Knights	Reading Rage	2	6	132	League Game	LGE			As Scored	0	0	
5/22/2005	Cleveland Internationals	Kalamazoo Kingdom	3	3	10	League Game	LGE			As Scored	0	0	
5/22/2005	Indiana Invaders	West Michigan Edge	4	1	460	League Game	LGE			As Scored	0	0	
5/22/2005	Michigan Bucks	Ft. Wayne Fever	4	2	349	League Game	LGE			As Scored	0	0	
5/22/2005	Sioux Falls SpitFire	Kansas City Brass	4	3	1,176	League Game	LGE			As Scored	0	0	
5/22/2005	Vancouver Whitecaps	Atlanta Silverbacks	4	1	4,872	League Game	LGE			As Scored	0	0	
5/22/2005	Williamsburg Legacy	West Virginia Chaos	1	2	167	League Game	LGE			As Scored	0	0	
5/25/2005	Cape Cod Crusaders	Albany Admirals	3	1	20	League Game	LGE			As Scored	0	0	
5/25/2005	Carolina Dynamo	Richmond Kickers Future	3	4	672	League Game	LGE			As Scored	0	0	
5/25/2005	Laredo Heat	New Orleans Shell Shockers	2	1	500	League Game	LGE			As Scored	0	0	
5/25/2005	Orange County Blue Star	Nevada Wonders	2	0	75	League Game	LGE			As Scored	0	0	
5/25/2005	Seattle Sounders	Virginia Beach Mariners	1	0	1,402	League Game	LGE			As Scored	0	0	
5/25/2005	Toledo Slayers	Kalamazoo Kingdom	0	1	50	League Game	LGE			As Scored	0	0	
5/27/2005	Austin Lighting	New Orleans Shell Shockers	4	1	119	League Game	LGE			As Scored	0	0	
5/27/2005	Brooklyn Knights	Albany Admirals	3	3	131	League Game	LGE			As Scored	0	0	
5/27/2005	California Gold	San Diego Gauchos	1	0	180	League Game	LGE			As Scored	0	0	
5/27/2005	Cascade Surge	Abbotsford Rangers	5	1	295	League Game	LGE			As Scored	0	0	
5/27/2005	Cocoa Expos	Bradenton Academics	2	1	200	League Game	LGE			As Scored	0	0	
5/27/2005	Colorado Springs Blizzard	Des Moines Menace	0	3	432	League Game	LGE			As Scored	0	0	
5/27/2005	El Paso Patriots	Laredo Heat	7	0	852	League Game	LGE			As Scored	0	0	
5/27/2005	Fresno Fuego	Southern California Seahorses	1	2	435	League Game	LGE			As Scored	0	0	
5/27/2005	Ft. Wayne Fever	Chicago Fire Premier	0	4	620	League Game	LGE			As Scored	0	0	
5/27/2005	Kalamazoo Kingdom	West Michigan Edge	1	2	187	League Game	LGE			As Scored	0	0	
5/27/2005	Michigan Bucks	Cleveland Internationals	0	2	325	League Game	LGE			As Scored	0	0	
5/27/2005	Nashville Metros	Memphis Express	2	3	265	League Game	LGE			As Scored	0	0	
5/27/2005	Richmond Kickers Future	Raleigh CASL Elite	2	1	122	League Game	LGE			As Scored	0	0	
5/27/2005	Vancouver Whitecaps	Virginia Beach Mariners	3	1	4,511	League Game	LGE			As Scored	0	0	
5/27/2005	Vermont Voltage	Westchester Flames	3	1	10	League Game	LGE			As Scored	0	0	
5/27/2005	Yakima Reds	Spokane Shadow	3	2	363	League Game	LGE			As Scored	0	0	
5/28/2005	Ajax Orlando Prospects	Central Florida Kraze	2	1	55	League Game	LGE			As Scored	0	0	
5/28/2005	Bakersfield Brigade	Orange County Blue Star	1	4	226	League Game	LGE			As Scored	0	0	
5/28/2005	Boulder Rapids Reserve	Des Moines Menace	0	1	100	League Game	LGE			As Scored	0	0	
5/28/2005	California Gold	Southern California Seahorses	2	2	120	League Game	LGE			As Scored	0	0	
5/28/2005	Cascade Surge	Yakima Reds	3	2	491	League Game	LGE			As Scored	0	0	
5/28/2005	Charleston Battery	Atlanta Silverbacks	2	1	4,444	League Game	LGE			As Scored	0	0	
5/28/2005	Cincinnati Kings	Pittsburgh Riverhounds	0	2	1,410	League Game	LGE			As Scored	0	0	
5/28/2005	Colorado Springs Blizzard	Sioux Falls SpitFire	3	1	413	League Game	LGE			As Scored	0	0	
5/28/2005	El Paso Patriots	Laredo Heat	4	2	750	League Game	LGE			As Scored	0	0	
5/28/2005	Indiana Invaders	Toledo Slayers	4	3	165	League Game	LGE			As Scored	0	0	
5/28/2005	Long Island Rough Riders	Wilmington Hammerheads	2	1	1,390	League Game	LGE			As Scored	0	0	
5/28/2005	Nevada Wonders	San Diego Gauchos	3	1	100	League Game	LGE			As Scored	0	0	
5/28/2005	New Hampshire Phantoms	Western Mass Pioneers	1	3	1,500	League Game	LGE			As Scored	0	0	
5/28/2005	Ottawa Fury	Westchester Flames	3	0	250	League Game	LGE			As Scored	0	0	
5/28/2005	Palm Beach Pumas	Cocoa Expos	1	3	65	League Game	LGE			As Scored	0	0	
5/28/2005	Portland Timbers	Virginia Beach Mariners	2	2	7,048	League Game	LGE			As Scored	0	0	
5/28/2005	Reading Rage	Cape Cod Crusaders	2	2	291	League Game	LGE			As Scored	0	0	
5/28/2005	Toronto Lynx	Puerto Rico Islanders	4	4	1,275	League Game	LGE			As Scored	0	0	
5/28/2005	Vermont Voltage	Rhode Island Stingrays	2	1	800	League Game	LGE			As Scored	0	0	
5/28/2005	Williamsburg Legacy	Carolina Dynamo	2	1	204	League Game	LGE			As Scored	0	0	
5/29/2005	Cleveland Internationals	Chicago Fire Premier	2	4	90	League Game	LGE			As Scored	0	0	
5/29/2005	DFW Tornados	New Orleans Shell Shockers	2	1	126	League Game	LGE			As Scored	0	0	
5/29/2005	Minnesota Thunder	Vancouver Whitecaps	1	0	3,312	League Game	LGE			As Scored	0	0	
5/29/2005	Montreal Impact	Rochester Rhinos	0	0	12,086	League Game	LGE			As Scored	0	0	
5/29/2005	Ocean City Barons	Cape Cod Crusaders	2	1	868	League Game	LGE			As Scored	0	0	
5/29/2005	Raleigh CASL Elite	West Virginia Chaos	2	0	487	League Game	LGE			As Scored	0	0	
5/30/2005	Boulder Rapids Reserve	Sioux Falls SpitFire	2	1	100	League Game	LGE			As Scored	0	0	
5/30/2005	Indiana Invaders	Michigan Bucks	3	1	345	League Game	LGE			As Scored	0	0	
5/30/2005	Richmond Kickers	Charleston Battery	2	0	2,591	League Game	LGE			As Scored	0	0	
5/31/2005	Toronto Lynx	Rochester Rhinos	3	5	3,988	League Game	LGE			As Scored	0	0	
6/1/2005	DFW Tornados	Memphis Express	3	2	231	League Game	LGE			As Scored	0	0	
6/1/2005	Orange County Blue Star	Southern California Seahorses	4	0	180	League Game	LGE			As Scored	0	0	
6/1/2005	Richmond Kickers Future	Williamsburg Legacy	1	1	107	League Game	LGE			As Scored	0	0	
6/2/2005	El Paso Patriots	Nashville Metros	8	2	1,213	League Game	LGE			As Scored	0	0	
6/2/2005	Ft. Wayne Fever	Kalamazoo Kingdom	4	3	350	League Game	LGE			As Scored	0	0	
6/2/2005	Puerto Rico Islanders	Minnesota Thunder	1	1	4,332	League Game	LGE			As Scored	0	0	
6/3/2005	Augusta Fireball United	New Orleans Shell Shockers	0	0	10	League Game	LGE	Augusta Forfeits		Away Win	0	0	
6/3/2005	Austin Lighting	Memphis Express	3	3	103	League Game	LGE			As Scored	0	0	
6/3/2005	Bradenton Academics	Raleigh CASL Elite	1	4	50	League Game	LGE			As Scored	0	0	
6/3/2005	BYU Cougars	Nevada Wonders	2	0	347	League Game	LGE			As Scored	0	0	
6/3/2005	Carolina Dynamo	Central Florida Kraze	1	1	774	League Game	LGE			As Scored	0	0	
6/3/2005	Cincinnati Kings	Wilmington Hammerheads	0	1	1,248	League Game	LGE			As Scored	0	0	
6/3/2005	Cleveland Internationals	West Michigan Edge	2	2	65	League Game	LGE			As Scored	0	0	
6/3/2005	Cocoa Expos	Palm Beach Pumas	1	3	50	League Game	LGE			As Scored	0	0	
6/3/2005	Kansas City Brass	Des Moines Menace	1	3	117	League Game	LGE			As Scored	0	0	
6/3/2005	Laredo Heat	Nashville Metros	5	0	500	League Game	LGE			As Scored	0	0	
6/3/2005	Montreal Impact	Toronto Lynx	0	0	9,864	League Game	LGE			As Scored	0	0	
6/3/2005	Northern Virginia Royals	New Hampshire Phantoms	0	6	475	League Game	LGE			As Scored	0	0	
6/3/2005	Reading Rage	Brooklyn Knights	0	2	112	League Game	LGE			As Scored	0	0	
6/3/2005	Richmond Kickers	Seattle Sounders	0	2	2,411	League Game	LGE			As Scored	0	0	
6/3/2005	Rochester Rhinos	Portland Timbers	3	1	9,117	League Game	LGE			As Scored	0	0	
6/3/2005	Thunder Bay Chill	Sioux Falls SpitFire	3	1	685	League Game	LGE			As Scored	0	0	
6/3/2005	West Virginia Chaos	Richmond Kickers Future	0	2	250	League Game	LGE			As Scored	0	0	
6/3/2005	Yakima Reds	Abbotsford Rangers	3	1	345	League Game	LGE			As Scored	0	0	
6/4/2005	Ajax Orlando Prospects	Raleigh CASL Elite	1	3	90	League Game	LGE			As Scored	0	0	
6/4/2005	Bakersfield Brigade	San Diego Gauchos	2	1	475	League Game	LGE			As Scored	0	0	
6/4/2005	California Gold	Fresno Fuego	1	0	185	League Game	LGE			As Scored	0	0	
6/4/2005	Charleston Battery	Minnesota Thunder	1	3	3,570	League Game	LGE			As Scored	0	0	
6/4/2005	Colorado Springs Blizzard	El Paso Patriots	0	3	10	League Game	LGE			As Scored	0	0	
6/4/2005	Harrisburg City Islanders	Cincinnati Kings	2	1	3,127	League Game	LGE			As Scored	0	0	
6/4/2005	Indiana Invaders	Kalamazoo Kingdom	3	1	496	League Game	LGE			As Scored	0	0	
6/4/2005	Laredo Heat	Memphis Express	5	1	350	League Game	LGE			As Scored	0	0	
6/4/2005	Michigan Bucks	Chicago Fire Premier	0	2	480	League Game	LGE			As Scored	0	0	
6/4/2005	Pittsburgh Riverhounds	Charlotte Eagles	0	2	2,607	League Game	LGE			As Scored	0	0	
6/4/2005	Rhode Island Stingrays	Ottawa Fury	3	2	322	League Game	LGE			As Scored	0	0	
6/4/2005	Spokane Shadow	Abbotsford Rangers	3	0	849	League Game	LGE			As Scored	0	0	
6/4/2005	Springfield Storm	Des Moines Menace	0	1	178	League Game	LGE			As Scored	0	0	
6/4/2005	Thunder Bay Chill	Sioux Falls SpitFire	4	1	458	League Game	LGE			As Scored	0	0	
6/4/2005	Toledo Slayers	West Michigan Edge	0	6	101	League Game	LGE			As Scored	0	0	
6/4/2005	Toronto Lynx	Portland Timbers	0	1	2,724	League Game	LGE			As Scored	0	0	
6/4/2005	Virginia Beach Mariners	Seattle Sounders	1	2	1,061	League Game	LGE			As Scored	0	0	
6/4/2005	Westchester Flames	Vermont Voltage	3	2	105	League Game	LGE			As Scored	0	0	
6/4/2005	Western Mass Pioneers	Northern Virginia Royals	4	0	2,073	League Game	LGE			As Scored	0	0	
6/4/2005	Williamsburg Legacy	Central Florida Kraze	0	1	417	League Game	LGE			As Scored	0	0	
6/5/2005	Albany Admirals	Westchester Flames	2	1	150	League Game	LGE			As Scored	0	0	
6/5/2005	Atlanta Silverbacks	Minnesota Thunder	0	3	1,553	League Game	LGE			As Scored	0	0	
6/5/2005	Augusta Fireball United	Carolina Dynamo	2	0	10	League Game	LGE			As Scored	0	0	
6/5/2005	Boulder Rapids Reserve	El Paso Patriots	2	2	1,000	League Game	LGE			As Scored	0	0	
6/5/2005	Brooklyn Knights	Vermont Voltage	1	2	74	League Game	LGE			As Scored	0	0	
6/5/2005	Cape Cod Crusaders	Ottawa Fury	3	1	136	League Game	LGE			As Scored	0	0	
6/5/2005	DFW Tornados	Austin Lighting	2	2	198	League Game	LGE			As Scored	0	0	
6/5/2005	Ocean City Barons	Reading Rage	2	1	862	League Game	LGE			As Scored	0	0	
6/5/2005	San Diego Gauchos	Orange County Blue Star	2	6	341	League Game	LGE			As Scored	0	0	
6/6/2005	BYU Cougars	Southern California Seahorses	1	2	260	League Game	LGE			As Scored	0	0	
6/6/2005	Puerto Rico Islanders	Portland Timbers	2	0	5,580	League Game	LGE			As Scored	0	0	
6/8/2005	Northern Virginia Royals	Wilmington Hammerheads	4	3	340	League Game	LGE			As Scored	0	0	
6/9/2005	Augusta Fireball United	Ajax Orlando Prospects	2	1	619	League Game	LGE			As Scored	0	0	
6/9/2005	Richmond Kickers Future	Palm Beach Pumas	2	1	121	League Game	LGE			As Scored	0	0	
6/10/2005	Bradenton Academics	Central Florida Kraze	3	2	35	League Game	LGE			As Scored	0	0	
6/10/2005	Cascade Surge	Abbotsford Rangers	4	1	372	League Game	LGE			As Scored	0	0	
6/10/2005	Cleveland Internationals	Kalamazoo Kingdom	3	0	73	League Game	LGE			As Scored	0	0	
6/10/2005	Des Moines Menace	Thunder Bay Chill	3	0	3,576	League Game	LGE			As Scored	0	0	
6/10/2005	Kansas City Brass	Sioux Falls SpitFire	2	1	104	League Game	LGE			As Scored	0	0	
6/10/2005	Laredo Heat	DFW Tornados	0	1	400	League Game	LGE			As Scored	0	0	
6/10/2005	Nevada Wonders	California Gold	3	0	105	League Game	LGE			As Scored	0	0	
6/10/2005	Orange County Blue Star	BYU Cougars	5	0	160	League Game	LGE			As Scored	0	0	
6/10/2005	Raleigh CASL Elite	Palm Beach Pumas	3	1	451	League Game	LGE			As Scored	0	0	
6/10/2005	Rochester Rhinos	Toronto Lynx	1	0	8,842	League Game	LGE			As Scored	0	0	
6/10/2005	Southern California Seahorses	San Diego Gauchos	3	0	232	League Game	LGE			As Scored	0	0	
6/10/2005	Springfield Storm	Nashville Metros	3	0	127	League Game	LGE			As Scored	0	0	
6/10/2005	Vancouver Whitecaps	Portland Timbers	3	2	5,337	League Game	LGE			As Scored	0	0	
6/10/2005	West Michigan Edge	Indiana Invaders	4	2	150	League Game	LGE			As Scored	0	0	
6/10/2005	West Virginia Chaos	Williamsburg Legacy	2	2	400	League Game	LGE	Match ended at regulation b/c of lightning		As Scored	0	0	
6/10/2005	Wilmington Hammerheads	New Hampshire Phantoms	4	0	3,326	League Game	LGE			As Scored	0	0	
6/10/2005	Yakima Reds	Spokane Shadow	1	0	426	League Game	LGE			As Scored	0	0	
