Comp	Date	Home Team	Away Team	Squad-Team	Player	Rating	Time On	Time Off	YC1	YC2	RC	YC Time	Substituted By	Time On+	Time Off+	YC Time+	
LGE	4/15/2005	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	McClellan, Chris	0	0	90	N	N	N	0		0	0	0	
LGE	4/15/2005	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	Faro, Aaron	0	0	90	N	N	N	0		0	0	0	
LGE	4/15/2005	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	Johnson, Benjamin	0	0	24	N	N	N	0		0	0	0	
LGE	4/15/2005	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	Lemons, Christopher	0	0	66	Y	N	N	0		0	0	0	
LGE	4/15/2005	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	Long, Jonah	0	0	67	N	N	N	0		0	0	0	
LGE	4/15/2005	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	Rife, Josh	0	0	90	N	N	N	0		0	0	0	
LGE	4/15/2005	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	Daka, Patrick	0	0	90	N	N	N	0		0	0	0	
LGE	4/15/2005	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	Mintah, Ismael	0	0	75	N	N	N	0		0	0	0	
LGE	4/15/2005	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	Watkins, Nathan	0	0	90	N	N	N	0		0	0	0	
LGE	4/15/2005	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	Coggins, Jacob	0	0	90	N	N	N	0		0	0	0	
LGE	4/15/2005	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	Swinehart, Dustin	0	0	76	N	N	N	0		0	0	0	
LGE	4/15/2005	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	Dinunzio, Ryan	0	24	90	N	N	N	0		0	0	0	
LGE	4/15/2005	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	Casey, Sam	0	66	90	N	N	N	0		0	0	0	
LGE	4/15/2005	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	Roberts, William Clayton	0	67	90	N	N	N	0		0	0	0	
LGE	4/15/2005	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	Jogi, Declan	0	75	90	N	N	N	0		0	0	0	
LGE	4/15/2005	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	Harvey, Daniel	0	76	90	N	N	N	0		0	0	0	
LGE	4/15/2005	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	Boss, Terry	0	0	0	N	N	N	0		0	0	0	
LGE	4/15/2005	Charlotte Eagles	Northern Virginia Royals	Charlotte Eagles	Meek, Benjamin	0	0	0	N	N	N	0		0	0	0	
LGE	4/15/2005	Charlotte Eagles	Northern Virginia Royals	Northern Virginia Royals	Andrade, Fabio	0	0	49	N	N	N	0		0	0	0	
