Comp	Date	Home Team	Away Team	Squad-Team	Player	Rating	Time On	Time Off	YC1	YC2	RC	YC Time	Substituted By	Time On+	Time Off+	YC Time+	
LGE	4/10/2004	BYU Cougars	San Diego Gauchos	BYU Cougars	Blake, Brock	0	0	90	N	N	N	0		0	0	0	
LGE	4/10/2004	BYU Cougars	San Diego Gauchos	BYU Cougars	Deshler, Chad	0	0	67	N	N	N	0		0	0	0	
LGE	4/10/2004	BYU Cougars	San Diego Gauchos	BYU Cougars	Gaertner-Neto, Gilbert	0	0	90	N	N	N	0		0	0	0	
LGE	4/10/2004	BYU Cougars	San Diego Gauchos	BYU Cougars	Ojuka, Ken	0	0	90	N	N	N	0		0	0	0	
LGE	4/10/2004	BYU Cougars	San Diego Gauchos	BYU Cougars	Gabbart, Aaron	0	0	90	N	N	N	0		0	0	0	
LGE	4/10/2004	BYU Cougars	San Diego Gauchos	BYU Cougars	Matsumori, Devin	0	0	90	N	N	N	0		0	0	0	
LGE	4/10/2004	BYU Cougars	San Diego Gauchos	BYU Cougars	Oyler, Chad	0	0	87	N	N	N	0		0	0	0	
LGE	4/10/2004	BYU Cougars	San Diego Gauchos	BYU Cougars	Peterson, Brad	0	0	82	N	N	Y	0		0	0	0	
LGE	4/10/2004	BYU Cougars	San Diego Gauchos	BYU Cougars	Affleck, Matthew	0	0	86	N	N	N	0		0	0	0	
LGE	4/10/2004	BYU Cougars	San Diego Gauchos	BYU Cougars	Lamb, Christopher	0	0	90	N	N	N	0		0	0	0	
LGE	4/10/2004	BYU Cougars	San Diego Gauchos	BYU Cougars	Gilliam, Brandon	0	0	90	N	N	N	0		0	0	0	
LGE	4/10/2004	BYU Cougars	San Diego Gauchos	BYU Cougars	Robbins, Josh	0	67	90	N	N	N	0		0	0	0	
LGE	4/10/2004	BYU Cougars	San Diego Gauchos	BYU Cougars	Russell, Christian Francis	0	0	0	N	N	N	0		0	0	0	
